TRACK_ID	ARTIST_ID	isrc	PATH	isrc.1	TAGS
00040658.m4a	Tash Sultana	AUBM02000572	00040658.m4a	AUBM02000572	high_performing
00044908.m4a	Little North	DKY302000101	00044908.m4a	DKY302000101	low_performing
00047368.m4a	Blxst	QZES51936948	00047368.m4a	QZES51936948	low_performing
00051743.m4a	No Rome, beabadoobee, Jay Som	GBK3W2001334	00051743.m4a	GBK3W2001334	high_performing
00059271.m4a	Meghan Trainor	USSM11801528	00059271.m4a	USSM11801528	high_performing
00071197.m4a	SGE Kash	USQX92003992	00071197.m4a	USQX92003992	low_performing
00068672.m4a	Logic	USUM71812555	00068672.m4a	USUM71812555	high_performing
00073145.m4a	Princess Nokia	GBCVZ1800020	00073145.m4a	GBCVZ1800020	low_performing
00048322.m4a	NLE Choppa	USWB11902875	00048322.m4a	USWB11902875	high_performing
00045608.m4a	Willie Nelson	USSM12000369	00045608.m4a	USSM12000369	low_performing
00048928.m4a	HMLT, TiKA	TCADP1893743	00048928.m4a	TCADP1893743	low_performing
00072731.m4a	Konduku	NL1GH1900010	00072731.m4a	NL1GH1900010	low_performing
00051524.m4a	sacha k	TCAEB1934518	00051524.m4a	TCAEB1934518	low_performing
00057759.m4a	Charli XCX	USUG11902708	00057759.m4a	USUG11902708	low_performing
00047902.m4a	KIDS SEE GHOSTS	USUM71808244	00047902.m4a	USUM71808244	high_performing
00039421.m4a	Henry Fong, Bad Royale	NLQ8D1800186	00039421.m4a	NLQ8D1800186	low_performing
00058807.m4a	Sego	USVBM1800038	00058807.m4a	USVBM1800038	low_performing
00045670.m4a	La Fuente	NLV5Z1800050	00045670.m4a	NLV5Z1800050	low_performing
00052271.m4a	Augie Haas	QM3JE1800087	00052271.m4a	QM3JE1800087	low_performing
00073181.m4a	Forrest	QZB4J1894404	00073181.m4a	QZB4J1894404	low_performing
00045810.m4a	Benji & Fede	ITQ001900100	00045810.m4a	ITQ001900100	low_performing
00066076.m4a	Emily Vu	QMGR32137568	00066076.m4a	QMGR32137568	low_performing
00057240.m4a	Carlos Rivera	MXF011800137	00057240.m4a	MXF011800137	low_performing
00073003.m4a	Lauhren	QZES81952142	00073003.m4a	QZES81952142	low_performing
00045771.m4a	slowthai, Mura Masa	GBAKX1800022	00045771.m4a	GBAKX1800022	low_performing
00059211.m4a	Yabou, Tera Kòrá	QZDA51964573	00059211.m4a	QZDA51964573	low_performing
00069264.m4a	Drake	USUG12001728	00069264.m4a	USUG12001728	high_performing
00046278.m4a	Vaporwave Dave	QZFYY1955641	00046278.m4a	QZFYY1955641	low_performing
00059866.m4a	HAIM	GBUM71905257	00059866.m4a	GBUM71905257	high_performing
00062425.m4a	Floral Sounds	GBSMU8130141	00062425.m4a	GBSMU8130141	low_performing
00064629.m4a	Men I Trust	TCADY1845043	00064629.m4a	TCADY1845043	low_performing
00048312.m4a	DRAMA	US2J72005503	00048312.m4a	US2J72005503	low_performing
00045210.m4a	RIN	DEQ021803485	00045210.m4a	DEQ021803485	high_performing
00058735.m4a	Lemon & Herb, Ami Faku	ZAX011900028	00058735.m4a	ZAX011900028	low_performing
00053823.m4a	Gia Woods	USQX91802141	00053823.m4a	USQX91802141	low_performing
00052762.m4a	Shawn Mendes	USUM71907349	00052762.m4a	USUM71907349	high_performing
00038450.m4a	Castlecomer, Big Data	USC4R1806711	00038450.m4a	USC4R1806711	low_performing
00058435.m4a	Anna of the North	QMCE31902424	00058435.m4a	QMCE31902424	low_performing
00071404.m4a	Tierra Whack	USUM71806070	00071404.m4a	USUM71806070	low_performing
00070636.m4a	Jack Larsen	QM7281932177	00070636.m4a	QM7281932177	low_performing
00070561.m4a	RITUAL, Emily Warren, MEDUZA	GBUM71902998	00070561.m4a	GBUM71902998	low_performing
00047951.m4a	Daya	GBKPL2023002	00047951.m4a	GBKPL2023002	high_performing
00062838.m4a	6ix9ine, Tory Lanez, Young Thug	QMEU31802847	00062838.m4a	QMEU31802847	high_performing
00054740.m4a	Caveboy	CAKZ01900026	00054740.m4a	CAKZ01900026	low_performing
00069297.m4a	AUDREY NUNA	USQX91901499	00069297.m4a	USQX91901499	low_performing
00058688.m4a	Blood Orange	GBCEL1800404	00058688.m4a	GBCEL1800404	low_performing
00038545.m4a	Sir Sly	USUM72007487	00038545.m4a	USUM72007487	low_performing
00061384.m4a	Ariel	QZES72028407	00061384.m4a	QZES72028407	low_performing
00045285.m4a	Mvrs	QMWZB1910887	00045285.m4a	QMWZB1910887	low_performing
00050718.m4a	Friendly Fires	GBUM71806703	00050718.m4a	GBUM71806703	low_performing
00052326.m4a	James Blunt	GBAHS1901061	00052326.m4a	GBAHS1901061	low_performing
00071964.m4a	Bully	USSUB2036303	00071964.m4a	USSUB2036303	low_performing
00048741.m4a	Barns Courtney	GBUM71900449	00048741.m4a	GBUM71900449	low_performing
00046595.m4a	Yandel, Sebastian Yatra, Manuel Turizo	QZHA21900001	00046595.m4a	QZHA21900001	high_performing
00051919.m4a	Usher	USRC12002194	00051919.m4a	USRC12002194	high_performing
00048002.m4a	David Guetta, Sia	GB28K1800025	00048002.m4a	GB28K1800025	low_performing
00066992.m4a	Heart Dept	QZFZ61994121	00066992.m4a	QZFZ61994121	low_performing
00050819.m4a	Lucy Daydream	GBKPL1951525	00050819.m4a	GBKPL1951525	low_performing
00065149.m4a	Steve Angello	GBXGT1800151	00065149.m4a	GBXGT1800151	low_performing
00064734.m4a	Mozzy, Sjava, REASON	USUM71714097	00064734.m4a	USUM71714097	high_performing
00043112.m4a	WILDES	GBKPL1942642	00043112.m4a	GBKPL1942642	low_performing
00056570.m4a	Tune in with Chewie	QZFYZ1985226	00056570.m4a	QZFYZ1985226	low_performing
00057831.m4a	Lalo Ebratt, J Balvin, Trapical	ES5701800915	00057831.m4a	ES5701800915	high_performing
00044136.m4a	Dee Watkins	USLD91728984	00044136.m4a	USLD91728984	low_performing
00048184.m4a	Tin Fingers	NLC241900125	00048184.m4a	NLC241900125	low_performing
00059786.m4a	Mark Ronson, Miley Cyrus, Martin Solveig	GBARL1900037	00059786.m4a	GBARL1900037	low_performing
00064212.m4a	THEY	USUM72017175	00064212.m4a	USUM72017175	low_performing
00039230.m4a	Nicky Jam, Sech	USSD11900264	00039230.m4a	USSD11900264	high_performing
00056912.m4a	Andrew Austin	CAM371700012	00056912.m4a	CAM371700012	low_performing
00059501.m4a	Sara Bareilles	USSM11809221	00059501.m4a	USSM11809221	low_performing
00058683.m4a	Kendo Kaponi, Anuel AA	QMGR31963397	00058683.m4a	QMGR31963397	low_performing
00057679.m4a	King Von	USUYG1338580	00057679.m4a	USUYG1338580	low_performing
00037007.m4a	Muka Vhatti, Danté Knows, DoloRRes	FRX202007564	00037007.m4a	FRX202007564	low_performing
00037615.m4a	Grip	NLRD51952493	00037615.m4a	NLRD51952493	low_performing
00068742.m4a	Foster The People	QM24S2006335	00068742.m4a	QM24S2006335	low_performing
00045839.m4a	Cole Swindell	USWB11901925	00045839.m4a	USWB11901925	low_performing
00060977.m4a	Mozzy	USUYG1290648	00060977.m4a	USUYG1290648	low_performing
00042399.m4a	Triosence	DEE861901803	00042399.m4a	DEE861901803	low_performing
00037277.m4a	Joey Purp	QZEGJ1800009	00037277.m4a	QZEGJ1800009	low_performing
00062679.m4a	Yandel	QM4TX1944918	00062679.m4a	QM4TX1944918	low_performing
00047671.m4a	Wicketkeeper	FR59R1942237	00047671.m4a	FR59R1942237	low_performing
00052273.m4a	Chris Lake	USUG12001569	00052273.m4a	USUG12001569	high_performing
00049408.m4a	Ea$ha K, AK	QZFYZ1908832	00049408.m4a	QZFYZ1908832	low_performing
00061348.m4a	Kungs	FR9W11926483	00061348.m4a	FR9W11926483	low_performing
00055266.m4a	Tini Gessler	GBJAJ2000793	00055266.m4a	GBJAJ2000793	low_performing
00037780.m4a	Post Malone	USUM71915724	00037780.m4a	USUM71915724	high_performing
00043120.m4a	Taylor Knox	CAM371702478	00043120.m4a	CAM371702478	low_performing
00038954.m4a	Krewella, Arrested Youth	USA2P1960942	00038954.m4a	USA2P1960942	low_performing
00069731.m4a	SHAED	QZ47A1800201	00069731.m4a	QZ47A1800201	low_performing
00043833.m4a	El Alfa, Lil Pump	USL4Q1915414	00043833.m4a	USL4Q1915414	low_performing
00074196.m4a	adobee	QZFYZ2038351	00074196.m4a	QZFYZ2038351	low_performing
00073746.m4a	Clinton Kane	USSM12002186	00073746.m4a	USSM12002186	low_performing
00040474.m4a	Rob Luft	GBVEV2000150	00040474.m4a	GBVEV2000150	low_performing
00067740.m4a	Terry	USSUB1930601	00067740.m4a	USSUB1930601	low_performing
00040641.m4a	Western Settings	TCAEI1962020	00040641.m4a	TCAEI1962020	low_performing
00071552.m4a	zodivk	QM24S1911647	00071552.m4a	QM24S1911647	low_performing
00039959.m4a	Cheat Codes	QMCE31801773	00039959.m4a	QMCE31801773	high_performing
00065142.m4a	FINNEAS	GBKPL1963393	00065142.m4a	GBKPL1963393	low_performing
00059643.m4a	Jhené Aiko, Big Sean	USUM71917202	00059643.m4a	USUM71917202	high_performing
00052406.m4a	JAMESDAVIS	USUM71907607	00052406.m4a	USUM71907607	low_performing
00062048.m4a	deadmau5, The Neptunes	GBTDG1301990	00062048.m4a	GBTDG1301990	high_performing
00049289.m4a	Des Rocs	GBKPL1976085	00049289.m4a	GBKPL1976085	low_performing
00042229.m4a	Carly Pearce	USCJY1944086	00042229.m4a	USCJY1944086	low_performing
00051707.m4a	Couchsurf	USCGH2041496	00051707.m4a	USCGH2041496	low_performing
00039949.m4a	NISHA	QZFYY2015817	00039949.m4a	QZFYY2015817	low_performing
00044592.m4a	HONNE	GBAHS1800129	00044592.m4a	GBAHS1800129	high_performing
00062302.m4a	Miranda Lambert	US6XF1800270	00062302.m4a	US6XF1800270	low_performing
00054667.m4a	Bad Bunny	QM4TX2030956	00054667.m4a	QM4TX2030956	high_performing
00073877.m4a	girl	SE6HN1901096	00073877.m4a	SE6HN1901096	low_performing
00041286.m4a	Tropkillaz, J Balvin, Anitta, Mc Zaac	BXS381900002	00041286.m4a	BXS381900002	high_performing
00046503.m4a	Doof	GBKQU2002415	00046503.m4a	GBKQU2002415	low_performing
00073758.m4a	Elia Berthoud	TCAER2050141	00073758.m4a	TCAER2050141	low_performing
00060208.m4a	Laidback Luke, Keanu Silva	NLBW51900064	00060208.m4a	NLBW51900064	low_performing
00051076.m4a	Ally Brooke, Matoma	USAT21904805	00051076.m4a	USAT21904805	high_performing
00053814.m4a	Ben Wendel	US9331828807	00053814.m4a	US9331828807	low_performing
00058235.m4a	Ded Tebiase, Ash the Author, Evil Ed	FR59R1910960	00058235.m4a	FR59R1910960	low_performing
00041038.m4a	PRETTYMUCH	GBHMU1900001	00041038.m4a	GBHMU1900001	low_performing
00070052.m4a	maye	QM24S1924181	00070052.m4a	QM24S1924181	low_performing
00045181.m4a	Sigma	GBSXS1900082	00045181.m4a	GBSXS1900082	low_performing
00063372.m4a	Resavoir	QM84B1926002	00063372.m4a	QM84B1926002	low_performing
00039116.m4a	Trans-4M	NLK5V1800031	00039116.m4a	NLK5V1800031	low_performing
00051371.m4a	Lil Uzi Vert	USAT22001359	00051371.m4a	USAT22001359	high_performing
00052274.m4a	Kato On The Track, 30	QZFYX1900396	00052274.m4a	QZFYX1900396	low_performing
00037163.m4a	Siete Catorce	MXD781803291	00037163.m4a	MXD781803291	low_performing
00041627.m4a	Asian She	QZFYZ1992692	00041627.m4a	QZFYZ1992692	low_performing
00058283.m4a	Leikeli47	USRC11803060	00058283.m4a	USRC11803060	low_performing
00060054.m4a	Naethan	US83Z1924543	00060054.m4a	US83Z1924543	low_performing
00057925.m4a	Lika Morgan, Calippo	CH3131813871	00057925.m4a	CH3131813871	low_performing
00070809.m4a	Silvestre Dangond, Maluma	USSD11800424	00070809.m4a	USSD11800424	low_performing
00073433.m4a	La+ch	CAB392002865	00073433.m4a	CAB392002865	low_performing
00063129.m4a	Jesusdapnk	GBKQU2008194	00063129.m4a	GBKQU2008194	low_performing
00069866.m4a	Haula	UKDUV2611893	00069866.m4a	UKDUV2611893	low_performing
00067744.m4a	The Chainsmokers, ILLENIUM, Lennon Stella, Sondr	USQX91902329	00067744.m4a	USQX91902329	low_performing
00040007.m4a	Javion Bishop	QZDA72016166	00040007.m4a	QZDA72016166	low_performing
00044213.m4a	X Lovers	USRC11902665	00044213.m4a	USRC11902665	low_performing
00066868.m4a	Jacob Banks	USUM72017396	00066868.m4a	USUM72017396	low_performing
00050741.m4a	Sj, Katelyn Tarver	NLZ542000090	00050741.m4a	NLZ542000090	low_performing
00062233.m4a	Teddy	QZK6Q1921949	00062233.m4a	QZK6Q1921949	low_performing
00049565.m4a	shiv	TCAEJ1912280	00049565.m4a	TCAEJ1912280	low_performing
00042818.m4a	Justin Bieber	USUM72001311	00042818.m4a	USUM72001311	low_performing
00050258.m4a	Kundalini Project	QZFZ71937260	00050258.m4a	QZFZ71937260	low_performing
00041623.m4a	Sval	NO6QK1901011	00041623.m4a	NO6QK1901011	low_performing
00070145.m4a	Jordan Mitchell, Kota the Friend	TCAEE1978165	00070145.m4a	TCAEE1978165	low_performing
00058303.m4a	Idiot Pilot	TCAEB1989588	00058303.m4a	TCAEB1989588	low_performing
00051569.m4a	The Souljazz Orchestra	DEG931910754	00051569.m4a	DEG931910754	low_performing
00045326.m4a	Flame 2	GBHLW1902508	00045326.m4a	GBHLW1902508	low_performing
00046694.m4a	Javonntte	HRA3T1900007	00046694.m4a	HRA3T1900007	low_performing
00057719.m4a	Rvfv	QZFYY1967147	00057719.m4a	QZFYY1967147	low_performing
00037970.m4a	Lil Eazzyy	USAT22006813	00037970.m4a	USAT22006813	low_performing
00050414.m4a	GRAACE, I	AUBM02000004	00050414.m4a	AUBM02000004	low_performing
00054963.m4a	Sleeping With Sirens	USYFZ1918301	00054963.m4a	USYFZ1918301	low_performing
00072820.m4a	Gareth Emery, NASH, Linney	NLF712000031	00072820.m4a	NLF712000031	low_performing
00072751.m4a	Elyanna	USUYG1291816	00072751.m4a	USUYG1291816	low_performing
00051950.m4a	"Royce Da 5'9"""	USKO11900441	00051950.m4a	USKO11900441	low_performing
00049072.m4a	Ornate	QZHNC2040751	00049072.m4a	QZHNC2040751	low_performing
00040920.m4a	Miiesha	QZFYX1979861	00040920.m4a	QZFYX1979861	low_performing
00058077.m4a	Tora Vinter, Shakarchi & Stranéus	UKN6K1900086	00058077.m4a	UKN6K1900086	low_performing
00074133.m4a	Michael XVI	SE6A91923691	00074133.m4a	SE6A91923691	low_performing
00057525.m4a	Jigitz	TCADX1882409	00057525.m4a	TCADX1882409	low_performing
00059512.m4a	Leiva	ES5021801023	00059512.m4a	ES5021801023	low_performing
00061495.m4a	Albany Lore	QMEU31723083	00061495.m4a	QMEU31723083	low_performing
00070543.m4a	Neon Trees	ZZOPM1901521	00070543.m4a	ZZOPM1901521	low_performing
00072111.m4a	Sody	GBARL1801815	00072111.m4a	GBARL1801815	low_performing
00058886.m4a	Nate Highfield	QMXMJ2000031	00058886.m4a	QMXMJ2000031	low_performing
00060257.m4a	Bruno Major	GBKPL2089420	00060257.m4a	GBKPL2089420	low_performing
00046041.m4a	Jany Green	QZ93L2046010	00046041.m4a	QZ93L2046010	low_performing
00059066.m4a	Zoo Look	UKLAM1900022	00059066.m4a	UKLAM1900022	low_performing
00068939.m4a	Bijou Bijou	QM42K1925578	00068939.m4a	QM42K1925578	low_performing
00057224.m4a	The 1975	GBK3W1901072	00057224.m4a	GBK3W1901072	high_performing
00043385.m4a	Ceres	AUNCC1900003	00043385.m4a	AUNCC1900003	low_performing
00058961.m4a	Wild Firth	QM4TX1959425	00058961.m4a	QM4TX1959425	low_performing
00054410.m4a	YG, Kehlani	USUM72002595	00054410.m4a	USUM72002595	high_performing
00048868.m4a	Scarlxrd	GBUM71902733	00048868.m4a	GBUM71902733	low_performing
00052004.m4a	smio	TCAEC1996081	00052004.m4a	TCAEC1996081	low_performing
00063931.m4a	PYRMDPLAZA	CAK471805105	00063931.m4a	CAK471805105	low_performing
00047680.m4a	SALR	GBKPL1980573	00047680.m4a	GBKPL1980573	low_performing
00069606.m4a	Lil Mosey, Lunay	USUM72014343	00069606.m4a	USUM72014343	high_performing
00070438.m4a	Ghost	GBKPL1938403	00070438.m4a	GBKPL1938403	low_performing
00070439.m4a	Kate Bollinger	QZ93L1936894	00070439.m4a	QZ93L1936894	low_performing
00058842.m4a	Jema, Slodown	GBKPL2082042	00058842.m4a	GBKPL2082042	low_performing
00042913.m4a	LaFrancis Vibes	QZHN31982943	00042913.m4a	QZHN31982943	low_performing
00062863.m4a	Jess Day	AUBEC1990200	00062863.m4a	AUBEC1990200	low_performing
00049893.m4a	l i l a	CAGKV1800001	00049893.m4a	CAGKV1800001	low_performing
00037043.m4a	Dalex	QM9WM2000019	00037043.m4a	QM9WM2000019	low_performing
00057334.m4a	Jhay Cortez, Anuel AA, J Balvin	USUM72002360	00057334.m4a	USUM72002360	high_performing
00055130.m4a	R3HAB, Skytech	NLW4L1800022	00055130.m4a	NLW4L1800022	low_performing
00038200.m4a	Ant Clemons, Pharrell Williams	NLRD51952585	00038200.m4a	NLRD51952585	low_performing
00045821.m4a	3LAU, Bright Lights	GBKPL1952478	00045821.m4a	GBKPL1952478	low_performing
00065362.m4a	Ovy On The Drums, Mau y Ricky	USWL12000015	00065362.m4a	USWL12000015	high_performing
00062311.m4a	UMI	USRC12000980	00062311.m4a	USRC12000980	low_performing
00041296.m4a	Dyro	NLM5S1900560	00041296.m4a	NLM5S1900560	low_performing
00072890.m4a	Raia Was	USCGJ2028724	00072890.m4a	USCGJ2028724	low_performing
00062103.m4a	Anuel AA	QM6N21901452	00062103.m4a	QM6N21901452	low_performing
00052841.m4a	VOILÀ	QM24S2004070	00052841.m4a	QM24S2004070	low_performing
00067169.m4a	Max de Wardener	GB7FT1900047	00067169.m4a	GB7FT1900047	low_performing
00054060.m4a	Queen Naija	USUG11801176	00054060.m4a	USUG11801176	low_performing
00042545.m4a	Landon Cube, Lil Skies	USUM71921828	00042545.m4a	USUM71921828	low_performing
00065167.m4a	Jack Cullen	GBKPL1941977	00065167.m4a	GBKPL1941977	low_performing
00067117.m4a	Alec Wigdahl	QZJ842000417	00067117.m4a	QZJ842000417	low_performing
00039639.m4a	Amenazzy, Nicky Jam, Farruko	QM7281873975	00039639.m4a	QM7281873975	high_performing
00049359.m4a	The Bongo Club	SE57N2000301	00049359.m4a	SE57N2000301	low_performing
00040064.m4a	Blooms	QZES52021550	00040064.m4a	QZES52021550	low_performing
00069181.m4a	Jess Glynne	GBAHS1800454	00069181.m4a	GBAHS1800454	high_performing
00055321.m4a	Cairo Gold	USQX91900091	00055321.m4a	USQX91900091	low_performing
00070982.m4a	Adaline	GBKPL1965329	00070982.m4a	GBKPL1965329	low_performing
00053392.m4a	The Sideways	NO3RU1801010	00053392.m4a	NO3RU1801010	low_performing
00042670.m4a	Max Leone	USUG12000454	00042670.m4a	USUG12000454	low_performing
00062095.m4a	Rico Nasty	USAT22002074	00062095.m4a	USAT22002074	low_performing
00044339.m4a	Dolo Percussion	USYBL1900820	00044339.m4a	USYBL1900820	low_performing
00050021.m4a	Mumford & Sons	GBUM71805626	00050021.m4a	GBUM71805626	high_performing
00043908.m4a	Lillian Blue Makin	USLD91724838	00043908.m4a	USLD91724838	low_performing
00068127.m4a	Trophie	QZDA41930295	00068127.m4a	QZDA41930295	low_performing
00065446.m4a	JP Cooper, Astrid S	GBUM71806115	00065446.m4a	GBUM71806115	high_performing
00071669.m4a	LG Izz	QZES91838050	00071669.m4a	QZES91838050	low_performing
00039277.m4a	La Roux, Tyler, The Creator	GB45A2001999	00039277.m4a	GB45A2001999	low_performing
00043233.m4a	Sedona	QZ93L2005575	00043233.m4a	QZ93L2005575	low_performing
00045999.m4a	AAESPO	GBKPL1937243	00045999.m4a	GBKPL1937243	low_performing
00066631.m4a	Lurka	GBHLW1901817	00066631.m4a	GBHLW1901817	low_performing
00056944.m4a	Lalo Ebratt, Jowell & Randy	ES5701901521	00056944.m4a	ES5701901521	low_performing
00070835.m4a	Akkan	GBGLW2000160	00070835.m4a	GBGLW2000160	low_performing
00071789.m4a	Shindy	DEXH32000003	00071789.m4a	DEXH32000003	low_performing
00061065.m4a	reezy, Summer Cem	DEQ321900225	00061065.m4a	DEQ321900225	low_performing
00045671.m4a	Andy Wavez	QZDA41909980	00045671.m4a	QZDA41909980	low_performing
00050647.m4a	Slow Hollows	GBKPL1960731	00050647.m4a	GBKPL1960731	low_performing
00050281.m4a	Dwebby	QMEZE1803308	00050281.m4a	QMEZE1803308	low_performing
00037423.m4a	Halsey	USUM71918743	00037423.m4a	USUM71918743	high_performing
00066998.m4a	Jey Blessing, Rauw Alejandro, Los Fantastikos	QZHN21900060	00066998.m4a	QZHN21900060	low_performing
00073522.m4a	Britton	QZHN42042007	00073522.m4a	QZHN42042007	low_performing
00068974.m4a	20 Milk	QZDA52012623	00068974.m4a	QZDA52012623	low_performing
00051716.m4a	Hot Chip	GBCEL1900019	00051716.m4a	GBCEL1900019	low_performing
00066359.m4a	Jackson Mathod	GBKPL2021053	00066359.m4a	GBKPL2021053	low_performing
00044979.m4a	Eric Church	USUM71808852	00044979.m4a	USUM71808852	low_performing
00037213.m4a	Jeremy Cunningham, Jeff Parker	USWEX1900091	00037213.m4a	USWEX1900091	low_performing
00046057.m4a	Nao	GBARL1801061	00046057.m4a	GBARL1801061	low_performing
00074236.m4a	Baby Keem	USSM12005479	00074236.m4a	USSM12005479	low_performing
00041338.m4a	GG McG	GBKPL1956450	00041338.m4a	GBKPL1956450	low_performing
00069586.m4a	Broods	NZDY11800033	00069586.m4a	NZDY11800033	low_performing
00057674.m4a	A Day To Remember	USAT21904702	00057674.m4a	USAT21904702	low_performing
00050284.m4a	Crooked Finger, Hodge	GBQLP2000070	00050284.m4a	GBQLP2000070	low_performing
00067952.m4a	DREAMERS	USHR12040412	00067952.m4a	USHR12040412	low_performing
00065054.m4a	Paco Versailles	USHM81929254	00065054.m4a	USHM81929254	low_performing
00045001.m4a	Jacob Latimore, Calboy	USUYG1288807	00045001.m4a	USUYG1288807	low_performing
00037398.m4a	DB Omerta	USAT21906102	00037398.m4a	USAT21906102	low_performing
00047252.m4a	Azee	UKXN22019556	00047252.m4a	UKXN22019556	low_performing
00073383.m4a	Dua Saleh	QM24S2006026	00073383.m4a	QM24S2006026	low_performing
00038502.m4a	Jimmy Eat World	USRC11901702	00038502.m4a	USRC11901702	low_performing
00053643.m4a	SASAMI	GBCEL1800586	00053643.m4a	GBCEL1800586	low_performing
00038189.m4a	Max Oazo, Moonessa	QZES82051479	00038189.m4a	QZES82051479	low_performing
00054513.m4a	Renzo	GBLFP1856399	00054513.m4a	GBLFP1856399	low_performing
00064276.m4a	Natalie Carr	QZHZ42007082	00064276.m4a	QZHZ42007082	low_performing
00042843.m4a	Cheffie	USLD91718459	00042843.m4a	USLD91718459	low_performing
00058954.m4a	Awgust, Sofia Reyes	USUM72014773	00058954.m4a	USUM72014773	low_performing
00068753.m4a	David Hazeltine, Ron Carter, Al Foster	QMCAL1800053	00068753.m4a	QMCAL1800053	low_performing
00068051.m4a	Delilah Montagu	GBARL1900421	00068051.m4a	GBARL1900421	low_performing
00055907.m4a	jfarr, Jae Anthonie	QZDA71933389	00055907.m4a	QZDA71933389	low_performing
00065887.m4a	Bad Wolves	USDPK1900060	00065887.m4a	USDPK1900060	low_performing
00048803.m4a	ILIRA	DEQ321800554	00048803.m4a	DEQ321800554	low_performing
00059962.m4a	YN Billy	USWB11901195	00059962.m4a	USWB11901195	low_performing
00051451.m4a	Sarah & Julia	NLD2H1800002	00051451.m4a	NLD2H1800002	low_performing
00042322.m4a	Alainite	QZES81923070	00042322.m4a	QZES81923070	low_performing
00051510.m4a	N7, Pwap	USUYG1292991	00051510.m4a	USUYG1292991	low_performing
00059605.m4a	Hot Shade, Mika Zibanejad	SE3AA1800014	00059605.m4a	SE3AA1800014	low_performing
00058122.m4a	Demob Happy	GBAJC2000032	00058122.m4a	GBAJC2000032	low_performing
00041381.m4a	Talkie	QZES61995709	00041381.m4a	QZES61995709	low_performing
00047644.m4a	Travis Murray	QMWZB1810540	00047644.m4a	QMWZB1810540	low_performing
00072868.m4a	Aly Ryan, Ugly God	USLD91723102	00072868.m4a	USLD91723102	low_performing
00062358.m4a	Summer Cem	DEA621900823	00062358.m4a	DEA621900823	low_performing
00055582.m4a	Popp	DECY51902247	00055582.m4a	DECY51902247	low_performing
00052580.m4a	Tommy Genesis	GBKPL1937145	00052580.m4a	GBKPL1937145	low_performing
00067827.m4a	Yung Gravy, Chief Keef, Y2K	USUM71916834	00067827.m4a	USUM71916834	low_performing
00073320.m4a	guardin	QZ47A1800613	00073320.m4a	QZ47A1800613	low_performing
00065312.m4a	The Chainsmokers	USQX91702676	00065312.m4a	USQX91702676	high_performing
00053918.m4a	Emotional Oranges	USUM71915533	00053918.m4a	USUM71915533	low_performing
00039133.m4a	Dachshund	GBK5G1000379	00039133.m4a	GBK5G1000379	low_performing
00069755.m4a	El Alfa, Tyga	USHM92042398	00069755.m4a	USHM92042398	high_performing
00044658.m4a	Thiago Brava, Gusttavo Lima	BRWMB1900479	00044658.m4a	BRWMB1900479	low_performing
00065037.m4a	Childish Major	USAT22000461	00065037.m4a	USAT22000461	low_performing
00058286.m4a	Shortwaved	FR9Z61800123	00058286.m4a	FR9Z61800123	low_performing
00065720.m4a	Katy Perry	USUM71914165	00065720.m4a	USUM71914165	high_performing
00069605.m4a	Antony Carle	CAZ841900003	00069605.m4a	CAZ841900003	low_performing
00069243.m4a	Alesso	USUG11802763	00069243.m4a	USUG11802763	low_performing
00053872.m4a	Tomi Saario	DEQ321800602	00053872.m4a	DEQ321800602	low_performing
00043654.m4a	Mechi Pieretti	QZDA41977607	00043654.m4a	QZDA41977607	low_performing
00042363.m4a	Steve Void, Fets, Koosen, Ember Island	GBSMU7790704	00042363.m4a	GBSMU7790704	low_performing
00064145.m4a	Travis Scott, Skrillex	USSM11808418	00064145.m4a	USSM11808418	high_performing
00050385.m4a	Caye	QM24S2005504	00050385.m4a	QM24S2005504	low_performing
00057262.m4a	Damas Gratis, Viru Kumbieron	ARF841800037	00057262.m4a	ARF841800037	low_performing
00042346.m4a	Quintino	NLZ541900044	00042346.m4a	NLZ541900044	low_performing
00056666.m4a	Ruin Your Day, Illmac, Frak	QZES51961947	00056666.m4a	QZES51961947	low_performing
00073642.m4a	blackwinterwells, 8485	QZK6Q2019902	00073642.m4a	QZK6Q2019902	low_performing
00048693.m4a	Cat Burns	GB45A1901514	00048693.m4a	GB45A1901514	low_performing
00054757.m4a	IM KELLAR	NLQM51900102	00054757.m4a	NLQM51900102	low_performing
00047429.m4a	Mason Ramsey	USAT21802034	00047429.m4a	USAT21802034	high_performing
00050198.m4a	Kevin Morby	USJ5G1919106	00050198.m4a	USJ5G1919106	low_performing
00070550.m4a	Sandro Cavazza, Lou Elliotte	SEUM71800612	00070550.m4a	SEUM71800612	low_performing
00055762.m4a	Li3a	UKXCH2000001	00055762.m4a	UKXCH2000001	low_performing
00053221.m4a	Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas	BEG851900062	00053221.m4a	BEG851900062	high_performing
00041932.m4a	JORDANN	TCAEE1968179	00041932.m4a	TCAEE1968179	low_performing
00048622.m4a	Route 8	UKA2G1801025	00048622.m4a	UKA2G1801025	low_performing
00059675.m4a	Air Tapes	GBYK82000021	00059675.m4a	GBYK82000021	low_performing
00040566.m4a	Tomtom	AUMEV1903538	00040566.m4a	AUMEV1903538	low_performing
00046330.m4a	Billy Raffoul	USUM71909693	00046330.m4a	USUM71909693	low_performing
