00071652.m4a		GBAHS1900674	00071652.m4a	GBAHS1900674	"ESCAPE_ROOM	HYPERPOP"
00037944.m4a		USQX91901487	00037944.m4a	USQX91901487	"DANCE_POP	INDIE_POPTIMISM	POP"
00042992.m4a		USC4R1706236	00042992.m4a	USC4R1706236	"BEBOP	CONTEMPORARY_JAZZ	CONTEMPORARY_POSTBOP"
00071695.m4a		NLZ541900573	00071695.m4a	NLZ541900573	"DEEP_GROOVE_HOUSE	HOUSE	UK_DANCE"
00060109.m4a		SE2871800102	00060109.m4a	SE2871800102	"DUB_TECHNO	GLITCH	SWEDISH_TECHNO"
00062847.m4a		USUYG1241836	00062847.m4a	USUYG1241836	"ALTERNATIVE_RB	ELECTROPOP	ESCAPE_ROOM"
00056429.m4a		TCAEZ2039457	00056429.m4a	TCAEZ2039457	EMO_RAP
00072275.m4a		UK7MC1800027	00072275.m4a	UK7MC1800027	INDIE_RB
00045218.m4a		USCM51800006	00045218.m4a	USCM51800006	"CANADIAN_HIP_HOP	CANADIAN_POP	HIP_HOP"
00050927.m4a		USAT21801173	00050927.m4a	USAT21801173	"BAROQUE_POP	EMO	MODERN_ROCK"
00065153.m4a		USUG12002120	00065153.m4a	USUG12002120	"HIP_HOP	NEW_ORLEANS_RAP	POP"
00068358.m4a		USDM32029601	00068358.m4a	USDM32029601	"BIG_ROOM	DEEP_BIG_ROOM	ELECTRO_HOUSE"
00071724.m4a		QZAPK1900017	00071724.m4a	QZAPK1900017	"DARK_TRAP	NEW_ORLEANS_RAP	UNDERGROUND_HIP_HOP"
00061915.m4a		QMJMT1801953	00061915.m4a	QMJMT1801953	"HIP_HOP	POP	POP_RAP"
00048622.m4a		UKA2G1801025	00048622.m4a	UKA2G1801025	"FLOAT_HOUSE	LOFI_HOUSE"
00042250.m4a		QM6N21919851	00042250.m4a	QM6N21919851	"REGGAETON	TRAP_LATINO	POP_REGGAETON"
00053829.m4a		GB28K1900036	00053829.m4a	GB28K1900036	"DANCE_POP	EDM	POP"
00066816.m4a		CACQ21914201	00066816.m4a	CACQ21914201	CANADIAN_FOLK
00043540.m4a		GBSMU4858689	00043540.m4a	GBSMU4858689	"POP_EDM	DEEP_TROPICAL_HOUSE	EDM"
00040582.m4a		USDPK1900056	00040582.m4a	USDPK1900056	"ALTERNATIVE_METAL	METAL	NU_METAL"
00057613.m4a		QM6MZ1917909	00057613.m4a	QM6MZ1917909	"KPOP	KPOP_BOY_GROUP"
00054193.m4a		US8JA1859001	00054193.m4a	US8JA1859001	"CONTEMPORARY_JAZZ	CONTEMPORARY_POSTBOP	INDIE_JAZZ"
00062966.m4a		TCAEU2001618	00062966.m4a	TCAEU2001618	"ALTERNATIVE_RB	HIP_HOP	INDIE_RB"
00073636.m4a		USRC12002299	00073636.m4a	USRC12002299	BEDROOM_POP
00038999.m4a		BRUM71800025	00038999.m4a	BRUM71800025	"BAILE_POP	FUNK_CARIOCA	FUNK_DAS_ANTIGAS"
00051875.m4a		SEUM71900343	00051875.m4a	SEUM71900343	SWEDISH_POP
00042232.m4a		QZ47A1900302	00042232.m4a	QZ47A1900302	"ELECTROPOP	INDIE_ELECTROPOP	INDIE_POPTIMISM"
00072272.m4a		TCAFB2023368	00072272.m4a	TCAFB2023368	"BASS_TRAP	POP_EDM	VAPOR_SOUL"
00050710.m4a		SE5R71900306	00050710.m4a	SE5R71900306	"DANCE_POP	EDM	POP"
00068639.m4a		DECY52000628	00068639.m4a	DECY52000628	DEEP_SOUL_HOUSE
00051776.m4a		GBSXS1900182	00051776.m4a	GBSXS1900182	"DEEP_GROOVE_HOUSE	DISCO_HOUSE	EDM"
00059131.m4a		USRC11803826	00059131.m4a	USRC11803826	"GARAGE_ROCK	INDIE_POP	INDIE_ROCK"
00048316.m4a		GBZN81800008	00048316.m4a	GBZN81800008	"ELECTROPOP	INDIE_POP	INDIETRONICA"
00048893.m4a		DEVY91900068	00048893.m4a	DEVY91900068	"GERMAN_TECHNO	MINIMAL_TECH_HOUSE"
00066526.m4a		QMCE31801765	00066526.m4a	QMCE31801765	BROOKLYN_INDIE
00047297.m4a		USUM71915701	00047297.m4a	USUM71915701	"DEEP_POP_RB	MELODIC_RAP	TRAP"
00067496.m4a		USUM71917928	00067496.m4a	USUM71917928	"ATL_HIP_HOP	HIP_HOP	POP_RAP"
00043996.m4a		SE5AJ1800605	00043996.m4a	SE5AJ1800605	"DARK_TRAP	EMO_RAP	UNDERGROUND_HIP_HOP"
00058218.m4a		USSUB1923206	00058218.m4a	USSUB1923206	"ART_POP	CHAMBER_POP	CHAMBER_PSYCH"
00066289.m4a		GBUM71800803	00066289.m4a	GBUM71800803	"ART_POP	BAROQUE_POP	CHAMBER_POP"
00048311.m4a		SEUM71901489	00048311.m4a	SEUM71901489	"BIG_ROOM	EDM	POP"
00060947.m4a		QM24S1926499	00060947.m4a	QM24S1926499	"BIG_ROOM	EDM	ELECTRO_HOUSE"
00052571.m4a		QM7PU1550493	00052571.m4a	QM7PU1550493	"CHAMBER_POP	FOLKPOP	INDIE_ANTHEMFOLK"
00063992.m4a		CHB701800083	00063992.m4a	CHB701800083	"BIG_ROOM	COMPLEXTRO	DANCE_POP"
00067454.m4a		QM3E21802179	00067454.m4a	QM3E21802179	"CONTEMPORARY_COUNTRY	COUNTRY	COUNTRY_POP"
00060695.m4a		ZZOPM2002567	00060695.m4a	ZZOPM2002567	ALTERNATIVE_HIP_HOP
00071299.m4a		GBCEN1900117	00071299.m4a	GBCEN1900117	"AUSTRALIAN_POP	ELECTROPOP	NZ_POP"
00061812.m4a		QM7281950868	00061812.m4a	QM7281950868	TRAP_LATINO
00040607.m4a		USANG2006450	00040607.m4a	USANG2006450	"INDIE_SOUL	INDIETRONICA	NU_DISCO"
00057162.m4a		USUM72004627	00057162.m4a	USUM72004627	"INDIE_POP	INDIE_POPTIMISM	INDIETRONICA"
00046822.m4a		DEH741912566	00046822.m4a	DEH741912566	MINIMAL_TECH_HOUSE
00046546.m4a		TCAET2009105	00046546.m4a	TCAET2009105	INDIE_CAFE_POP
00050629.m4a		USUYG1257043	00050629.m4a	USUYG1257043	FLORIDA_RAP
00068050.m4a		UKFR82000046	00068050.m4a	UKFR82000046	"DEEP_GROOVE_HOUSE	HOUSE"
00064250.m4a		USUG11900286	00064250.m4a	USUG11900286	POP
00058932.m4a		USUM71913746	00058932.m4a	USUM71913746	"DANCE_POP	POP	POSTTEEN_POP"
00073115.m4a		NLM5S1900656	00073115.m4a	NLM5S1900656	"BIG_ROOM	DEEP_BIG_ROOM	EDM"
00063015.m4a		USEP42010049	00063015.m4a	USEP42010049	"EMO_RAP	UNDERGROUND_HIP_HOP"
00047512.m4a		USUM71820924	00047512.m4a	USUM71820924	"MIAMI_HIP_HOP	RAP	TRAP"
00050875.m4a		QM3E21806146	00050875.m4a	QM3E21806146	CONTEMPORARY_COUNTRY
00037408.m4a		USUM71900881	00037408.m4a	USUM71900881	"DANCE_POP	POP	POSTTEEN_POP"
00061673.m4a		QZL432000004	00061673.m4a	QZL432000004	"LATIN	REGGAETON	TRAP_LATINO"
00064178.m4a		USSM11906766	00064178.m4a	USSM11906766	"KPOP	KPOP_BOY_GROUP"
00040339.m4a		GBARL1900944	00040339.m4a	GBARL1900944	"INDIE_RB	UK_ALTERNATIVE_HIP_HOP"
00067091.m4a		QM24S1813119	00067091.m4a	QM24S1813119	"ALTERNATIVE_RB	INDIE_RB	INDIE_SOUL"
00068542.m4a		FRX202027120	00068542.m4a	FRX202027120	"AUSTRALIAN_ELECTROPOP	VAPOR_SOUL"
00041430.m4a		USWB11901134	00041430.m4a	USWB11901134	"CONTEMPORARY_COUNTRY	COUNTRY_POP"
00047938.m4a		USKO12000200	00047938.m4a	USKO12000200	CALI_RAP
00069837.m4a		FR6P11803740	00069837.m4a	FR6P11803740	"ALTERNATIVE_DANCE	DANCEPUNK"
00045340.m4a		USSD11800298	00045340.m4a	USSD11800298	"LATIN_VIRAL_POP	POP	RAP_LATINA"
00038152.m4a		QM24S1926719	00038152.m4a	QM24S1926719	"BEDROOM_SOUL	INDIE_RB"
00041723.m4a		QZ85M1919290	00041723.m4a	QZ85M1919290	"ELECTROPOP	INDIE_ELECTROPOP	INDIE_POPTIMISM"
00048584.m4a		GB5KW1803228	00048584.m4a	GB5KW1803228	"DANCE_POP	NEW_WAVE_POP	POP_ROCK"
00046776.m4a		GBKPL1944416	00046776.m4a	GBKPL1944416	"ART_POP	FOLKPOP	INDIE_POP"
00070995.m4a		NLF712000059	00070995.m4a	NLF712000059	"PROGRESSIVE_HOUSE	PROGRESSIVE_TRANCE"
00066102.m4a		UK4ZF1900048	00066102.m4a	UK4ZF1900048	"DEEP_GROOVE_HOUSE	DEEP_TROPICAL_HOUSE	HOUSE"
00050107.m4a		USAT21905165	00050107.m4a	USAT21905165	"DEEP_UNDERGROUND_HIP_HOP	POP_RAP	UNDERGROUND_HIP_HOP"
00046925.m4a		USUM72000650	00046925.m4a	USUM72000650	"DEEP_UNDERGROUND_HIP_HOP	EMO_RAP	TRAP_SOUL"
00039707.m4a		USRC11900068	00039707.m4a	USRC11900068	"DANCE_POP	POP	POP_RAP"
00046628.m4a		QM6DW2000233	00046628.m4a	QM6DW2000233	"AVANTGARDE_JAZZ	BEBOP	CONTEMPORARY_JAZZ"
00049111.m4a		GBARL1900523	00049111.m4a	GBARL1900523	UK_ALTERNATIVE_HIP_HOP
00047360.m4a		DEE861901791	00047360.m4a	DEE861901791	"DANCE_POP	POP	POSTTEEN_POP"
00052833.m4a		USSM11904838	00052833.m4a	USSM11904838	"DANCE_POP	ELECTROPOP	NYC_POP"
00055796.m4a		DEUM71807724	00055796.m4a	DEUM71807724	LATIN_POP
00041417.m4a		USUG11902491	00041417.m4a	USUG11902491	MELODIC_RAP
00047863.m4a		QZ92X1901132	00047863.m4a	QZ92X1901132	MEMPHIS_INDIE
00062420.m4a		TCADZ1825745	00062420.m4a	TCADZ1825745	"BROSTEP	PROGRESSIVE_ELECTRO_HOUSE	MELODIC_RAP"
00063973.m4a		US64G2015002	00063973.m4a	US64G2015002	"BAROQUE_POP	CHAMBER_POP	FOLKPOP"
00045311.m4a		QM24S1901087	00045311.m4a	QM24S1901087	"CONTEMPORARY_COUNTRY	COUNTRY_POP	POP_EMO"
00062640.m4a		USATO2000081	00062640.m4a	USATO2000081	"ALTERNATIVE_RB	INDIE_JAZZ	INDIE_RB"
00037952.m4a		UKCX21506403	00037952.m4a	UKCX21506403	EXPERIMENTAL_ELECTRONIC
00050207.m4a		GBAFL1900126	00050207.m4a	GBAFL1900126	"CHAMBER_POP	FOLKPOP	INDIE_FOLK"
00059643.m4a		USUM71917202	00059643.m4a	USUM71917202	"DETROIT_HIP_HOP	HIP_HOP	POP"
00048910.m4a		GBMA21868469	00048910.m4a	GBMA21868469	UK_HIP_HOP
00055788.m4a		SEWHM1801001	00055788.m4a	SEWHM1801001	SWEDISH_POP
00054015.m4a		GBXGT1900223	00054015.m4a	GBXGT1900223	"BIG_ROOM	DEEP_BIG_ROOM	DISCO_HOUSE"
00044061.m4a		TCAEP2086773	00044061.m4a	TCAEP2086773	"ALTERNATIVE_HIP_HOP	BOOM_BAP	HARDCORE_HIP_HOP"
00047251.m4a		DEVP21900004	00047251.m4a	DEVP21900004	GERMAN_POP
00048581.m4a		QM4TX2001953	00048581.m4a	QM4TX2001953	"KPOP	KPOP_BOY_GROUP"
00059515.m4a		USSD12000085	00059515.m4a	USSD12000085	"CHAMPETA	COLOMBIAN_POP	LATIN"
00049909.m4a		US23A1502016	00049909.m4a	US23A1502016	"ESCAPE_ROOM	LGBTQ_HIP_HOP	TRAP_QUEEN"
00059085.m4a		US6PQ1900115	00059085.m4a	US6PQ1900115	"AMBIENT	ART_POP	BASS_MUSIC"
00040160.m4a		USRC11903547	00040160.m4a	USRC11903547	"ALTERNATIVE_RB	DEEP_POP_RB	INDIE_RB"
00066054.m4a		TCAEK1998660	00066054.m4a	TCAEK1998660	RETRO_SOUL
00065474.m4a		GBKPL1978732	00065474.m4a	GBKPL1978732	BELGIAN_EDM
00063601.m4a		USWB12000002	00063601.m4a	USWB12000002	"HIP_HOP	PITTSBURGH_RAP	POP_RAP"
00072421.m4a		US6XF2000194	00072421.m4a	US6XF2000194	"CONTEMPORARY_COUNTRY	COUNTRY_ROAD	ALTERNATIVE_COUNTRY"
00057736.m4a		USATO1900304	00057736.m4a	USATO1900304	"INDIE_RB	RETRO_SOUL"
00065156.m4a		GBUM71807347	00065156.m4a	GBUM71807347	"ALBUM_ROCK	CANADIAN_POP	CANADIAN_SINGERSONGWRITER"
00064475.m4a		SE2WJ2001001	00064475.m4a	SE2WJ2001001	EXPERIMENTAL_HOUSE
00052757.m4a		QZES51910963	00052757.m4a	QZES51910963	CANADIAN_POP
00039319.m4a		USAT21903166	00039319.m4a	USAT21903166	"ALTERNATIVE_DANCE	EDM	INDIE_POP"
00046608.m4a		USUG11903335	00046608.m4a	USUG11903335	NYC_POP
00058728.m4a		USAT22002379	00058728.m4a	USAT22002379	"BATON_ROUGE_RAP	TRAP"
00047740.m4a		DKBDB1902107	00047740.m4a	DKBDB1902107	DANISH_JAZZ
00068109.m4a		QZES71895393	00068109.m4a	QZES71895393	CHARLOTTESVILLE_INDIE
00057959.m4a		GBX721800082	00057959.m4a	GBX721800082	"LONDON_INDIE	VAPOR_SOUL"
00063421.m4a		NLQ8D1900440	00063421.m4a	NLQ8D1900440	"BIG_ROOM	DANCE_POP	DEEP_BIG_ROOM"
00063094.m4a		USAT21900621	00063094.m4a	USAT21900621	"MELODIC_RAP	POP	RAP"
00059987.m4a		GBUM71901769	00059987.m4a	GBUM71901769	"DANCE_POP	POP	POSTTEEN_POP"
00068383.m4a		USSTR2018402	00068383.m4a	USSTR2018402	CONTEMPORARY_JAZZ
00057417.m4a		DETM41610372	00057417.m4a	DETM41610372	GERMAN_HIP_HOP
00050135.m4a		USUM71906704	00050135.m4a	USUM71906704	"MODERN_ALTERNATIVE_ROCK	MODERN_ROCK	POP"
00057841.m4a		GBUM71900042	00057841.m4a	GBUM71900042	"ART_POP	BAROQUE_POP	CHAMBER_POP"
00059676.m4a		TCAEC1992303	00059676.m4a	TCAEC1992303	DEEP_NEW_AMERICANA
00049853.m4a		QM6N22039052	00049853.m4a	QM6N22039052	"AFRO_DANCEHALL	GRIME	UK_DANCEHALL"
00054011.m4a		USUG11802425	00054011.m4a	USUG11802425	"ALTERNATIVE_RB	HIP_HOP	POP_RAP"
00050564.m4a		ZZOPM1800388	00050564.m4a	ZZOPM1800388	"ALTERNATIVE_RB	VIRAL_POP	POP_RAP"
00066453.m4a		GBAHT1901296	00066453.m4a	GBAHT1901296	"GRIME	UK_HIP_HOP	UK_HIP_HOP"
00065390.m4a		TCADL1872908	00065390.m4a	TCADL1872908	"ALTERNATIVE_RB	ELECTROPOP	INDIE_RB"
00042956.m4a		CA5KR2105899	00042956.m4a	CA5KR2105899	"BASS_TRAP	BROSTEP	EDM"
00055223.m4a		TCAEB1935844	00055223.m4a	TCAEB1935844	INDIE_GARAGE_ROCK
00055731.m4a		GBARL2000763	00055731.m4a	GBARL2000763	"EDM	ELECTRO_HOUSE	HOUSE"
00046294.m4a		NLQ8D1700424	00046294.m4a	NLQ8D1700424	"BIG_ROOM	DANCE_POP	DEEP_BIG_ROOM"
00058140.m4a		USRC11903239	00058140.m4a	USRC11903239	"DANCE_POP	ELECTROPOP	INDIE_ELECTROPOP"
00062082.m4a		GBUM72002876	00062082.m4a	GBUM72002876	"ENGLISH_INDIE_ROCK	LEICESTER_INDIE"
00069456.m4a		QMEU31814794	00069456.m4a	QMEU31814794	"MELODIC_RAP	RAP	TRAP"
00049449.m4a		USNO11900071	00049449.m4a	USNO11900071	"BLUES_ROCK	GARAGE_ROCK	MODERN_BLUES_ROCK"
00067764.m4a		USWL11900063	00067764.m4a	USWL11900063	"ARGENTINE_HIP_HOP	TRAP_ARGENTINO	TRAP_LATINO"
00069596.m4a		USUG12001282	00069596.m4a	USUG12001282	"CANADIAN_HIP_HOP	CANADIAN_POP	HIP_HOP"
00041757.m4a		USRC11902728	00041757.m4a	USRC11902728	"ALTERNATIVE_ROCK	GARAGE_ROCK	INDIE_POP"
00045773.m4a		GBARL1801072	00045773.m4a	GBARL1801072	"BRITISH_SOUL	NEO_SOUL"
00038760.m4a		USQX91702461	00038760.m4a	USQX91702461	"ADULT_STANDARDS	VOCAL_JAZZ"
00057576.m4a		USRC12002653	00057576.m4a	USRC12002653	"DANCE_POP	POP	POSTTEEN_POP"
00037529.m4a		TCAEY2032267	00037529.m4a	TCAEY2032267	ALTERNATIVE_HIP_HOP
00052773.m4a		USAT22000168	00052773.m4a	USAT22000168	LA_POP
00041784.m4a		GBKPL1778698	00041784.m4a	GBKPL1778698	"POP	UK_POP"
00041875.m4a		USUG11901045	00041875.m4a	USUG11901045	"AUSTRALIAN_COUNTRY	CONTEMPORARY_COUNTRY	COUNTRY"
00071890.m4a		GBARL1900531	00071890.m4a	GBARL1900531	"BRITISH_SOUL	DANCE_POP	POP"
00043315.m4a		QZES91895995	00043315.m4a	QZES91895995	SAN_DIEGO_INDIE
00058400.m4a		US2J72006704	00058400.m4a	US2J72006704	"ALTERNATIVE_RB	AUSSIETRONICA	ELECTROPOP"
00058144.m4a		QZ93L2012697	00058144.m4a	QZ93L2012697	BEDROOM_POP
00042822.m4a		SE3AA1900005	00042822.m4a	SE3AA1900005	"BIG_ROOM	DEEP_BIG_ROOM	EDM"
00067323.m4a		USRC11702976	00067323.m4a	USRC11702976	"DANCE_POP	POP	POP_RAP"
00043752.m4a		USUG12001896	00043752.m4a	USUG12001896	"CHICAGO_RAP	MELODIC_RAP	POP"
00056941.m4a		QZHZ32050594	00056941.m4a	QZHZ32050594	"REGGAETON_FLOW	TRAP_ARGENTINO	REGGAETON"
00053918.m4a		USUM71915533	00053918.m4a	USUM71915533	"ALTERNATIVE_RB	INDIE_RB"
00043944.m4a		USUS12000519	00043944.m4a	USUS12000519	"BIG_ROOM	DANCE_POP	DEEP_BIG_ROOM"
00047320.m4a		QMB621900204	00047320.m4a	QMB621900204	"INDIE_GARAGE_ROCK	NEOPSYCHEDELIC"
00040260.m4a		GBARL1901341	00040260.m4a	GBARL1901341	"INDIE_POP	MODERN_ROCK	POP"
00053646.m4a		USWL12000290	00053646.m4a	USWL12000290	"LATIN	REGGAETON	TROPICAL"
00039501.m4a		USUM71802566	00039501.m4a	USUM71802566	"ATL_HIP_HOP	HIP_HOP	MELODIC_RAP"
00044527.m4a		NLZ541901943	00044527.m4a	NLZ541901943	"POP_HOUSE	AUSTRALIAN_DANCE	BIG_ROOM"
00071195.m4a		USUG12001409	00071195.m4a	USUG12001409	"CANADIAN_HIP_HOP	CANADIAN_POP	HIP_HOP"
00048542.m4a		USWB12002520	00048542.m4a	USWB12002520	BEDROOM_SOUL
00037457.m4a		QZFYZ2074984	00037457.m4a	QZFYZ2074984	"CHICAGO_RAP	TRAP	UNDERGROUND_HIP_HOP"
00039489.m4a		USUM71907532	00039489.m4a	USUM71907532	"ALTERNATIVE_RB	DMV_RAP	HIP_HOP"
00051139.m4a		USA2P1954014	00051139.m4a	USA2P1954014	"ALTERNATIVE_HIP_HOP	CONSCIOUS_HIP_HOP	EAST_COAST_HIP_HOP"
00071732.m4a		GBEWA1803601	00071732.m4a	GBEWA1803601	UK_DANCE
00044633.m4a		GBUM72004625	00044633.m4a	GBUM72004625	"ENGLISH_INDIE_ROCK	LEICESTER_INDIE"
00044828.m4a		USUG12001723	00044828.m4a	USUG12001723	"CANADIAN_HIP_HOP	CANADIAN_POP	HIP_HOP"
00067898.m4a		USWL12000252	00067898.m4a	USWL12000252	"LATIN	LATIN_HIP_HOP	LATIN_POP"
00040981.m4a		GBUM72003401	00040981.m4a	GBUM72003401	"INDIE_RB	UK_CONTEMPORARY_RB	DANCE_POP"
00043401.m4a		QM6MZ2005634	00043401.m4a	QM6MZ2005634	PIXIE
00056042.m4a		GBAHS1900304	00056042.m4a	GBAHS1900304	"BRIGHTON_INDIE	ENGLISH_INDIE_ROCK	MODERN_ALTERNATIVE_ROCK"
00053350.m4a		US2J72006707	00053350.m4a	US2J72006707	"ALTERNATIVE_RB	AUSSIETRONICA	ELECTROPOP"
00071951.m4a		USUM71804952	00071951.m4a	USUM71804952	"CANADIAN_POP	POP	POSTTEEN_POP"
00041299.m4a		KRMIM1904516	00041299.m4a	KRMIM1904516	"KPOP	KPOP_GIRL_GROUP"
00050448.m4a		USWB11901126	00050448.m4a	USWB11901126	LA_INDIE
00060036.m4a		QM6MZ1994246	00060036.m4a	QM6MZ1994246	"AFRO_DANCEHALL	GRIME	UK_DANCEHALL"
00073906.m4a		USHR12040415	00073906.m4a	USHR12040415	"BIG_ROOM	DUTCH_HOUSE	EDM"
00063758.m4a		DECE71900135	00063758.m4a	DECE71900135	"GERMAN_HIP_HOP	GERMAN_HIP_HOP	GERMAN_HIP_HOP"
00038756.m4a		USUG12002415	00038756.m4a	USUG12002415	"GLAM_METAL	ROCK"
00051494.m4a		NZDY11800038	00051494.m4a	NZDY11800038	"AUCKLAND_INDIE	DANCE_POP	ELECTROPOP"
00055680.m4a		GBVTB2038011	00055680.m4a	GBVTB2038011	"CONTEMPORARY_JAZZ	INDIE_JAZZ	NU_JAZZ"
00074307.m4a		USUG12002835	00074307.m4a	USUG12002835	"DANCE_POP	POP	POSTTEEN_POP"
00041290.m4a		DEUM72000977	00041290.m4a	DEUM72000977	"DEEP_GERMAN_HIP_HOP	GERMAN_CLOUD_RAP	GERMAN_HIP_HOP"
00049932.m4a		GB28K1800195	00049932.m4a	GB28K1800195	"BIG_ROOM	EDM	ELECTRO_HOUSE"
00057214.m4a		SE3AA2000006	00057214.m4a	SE3AA2000006	"DANCE_POP	DEEP_TROPICAL_HOUSE	EDM"
00074319.m4a		USUG12002851	00074319.m4a	USUG12002851	"DANCE_POP	POP	POSTTEEN_POP"
00053993.m4a		DEUM71906151	00053993.m4a	DEUM71906151	GERMAN_HIP_HOP
00047785.m4a		DK4YA1816401	00047785.m4a	DK4YA1816401	"DEEP_HOUSE	DEEP_POP_EDM	DEEP_TROPICAL_HOUSE"
00037146.m4a		GBKPL2010125	00037146.m4a	GBKPL2010125	"AUSTRALIAN_ALTERNATIVE_POP	AUSTRALIAN_ELECTROPOP	AUSTRALIAN_POP"
00038493.m4a		NLZ8V1800216	00038493.m4a	NLZ8V1800216	"BIG_ROOM	DEEP_BIG_ROOM	EDM"
00064211.m4a		QZHN52045123	00064211.m4a	QZHN52045123	"CHILLHOP	LOFI_BEATS"
00044213.m4a		USRC11902665	00044213.m4a	USRC11902665	LA_POP
00046924.m4a		QMKRW1900017	00046924.m4a	QMKRW1900017	"ALTERNATIVE_COUNTRY	ALTERNATIVE_ROCK	CHAMBER_POP"
00055423.m4a		GBAFL1900129	00055423.m4a	GBAFL1900129	"CHAMBER_POP	FOLKPOP	INDIE_FOLK"
00059249.m4a		QMCE32000132	00059249.m4a	QMCE32000132	"MELODIC_RAP	RAP	SOUTHERN_HIP_HOP"
00050857.m4a		DEB331967601	00050857.m4a	DEB331967601	"ISRAELI_JAZZ	ISRAELI_JAZZ"
00064010.m4a		QMTM62000277	00064010.m4a	QMTM62000277	"CONTEMPORARY_COUNTRY	COUNTRY	COUNTRY_DAWN"
00074214.m4a		QM24S2005194	00074214.m4a	QM24S2005194	"AUSTRALIAN_POP	DANCE_POP	ELECTROPOP"
00051381.m4a		QMRY41901023	00051381.m4a	QMRY41901023	"CONTEMPORARY_COUNTRY	COUNTRY_POP	COUNTRY_ROAD"
00071883.m4a		USKO11701327	00071883.m4a	USKO11701327	"ALTERNATIVE_METAL	NU_METAL	POSTGRUNGE"
00053689.m4a		USUYG1273363	00053689.m4a	USUYG1273363	BEDROOM_SOUL
00042688.m4a		UKRXP1900005	00042688.m4a	UKRXP1900005	"ACID_TECHNO	MINIMAL_DUB"
00069108.m4a		DEUM72002471	00069108.m4a	DEUM72002471	"BIG_ROOM	DEEP_BIG_ROOM	EDM"
00072436.m4a		USUG11902877	00072436.m4a	USUG11902877	"ATL_HIP_HOP	ATL_TRAP	RAP"
00053189.m4a		NL1ZN2000309	00053189.m4a	NL1ZN2000309	"BIG_ROOM	DEEP_BIG_ROOM	EDM"
00051903.m4a		QZ93V1900025	00051903.m4a	QZ93V1900025	"ELECTROPOP	INDIE_ELECTROPOP	INDIE_POPTIMISM"
00058693.m4a		USUM71800980	00058693.m4a	USUM71800980	"ATL_HIP_HOP	POP	POP_RAP"
00050527.m4a		GBVTB1930003	00050527.m4a	GBVTB1930003	NEOCLASSICAL
00044456.m4a		USUM72006220	00044456.m4a	USUM72006220	"DANCE_POP	HIP_POP	NEO_SOUL"
00041988.m4a		QMRSZ1801081	00041988.m4a	QMRSZ1801081	"CONTEMPORARY_COUNTRY	COUNTRY_POP"
00066806.m4a		USWB11901875	00066806.m4a	USWB11901875	"ALTERNATIVE_RB	POP	POP_RAP"
00073999.m4a		GBKPL2095658	00073999.m4a	GBKPL2095658	"LOFI_BEATS	POP	SOCIAL_MEDIA_POP"
00052334.m4a		US3R41938202	00052334.m4a	US3R41938202	"ALTERNATIVE_DANCE	CHAMBER_POP	CHILLWAVE"
00058602.m4a		USSM11806663	00058602.m4a	USSM11806663	"POP	POP_RAP	RAP"
00069165.m4a		USUYG1300105	00069165.m4a	USUYG1300105	CALI_RAP
00064654.m4a		QZK6F2007469	00064654.m4a	QZK6F2007469	"DARK_TRAP	DRILL	HIP_HOP"
00046158.m4a		US23A1501143	00046158.m4a	US23A1501143	"ALTERNATIVE_RB	INDIE_RB	INDIE_SOUL"
00045009.m4a		QZJ842000348	00045009.m4a	QZJ842000348	"SOUTHERN_HIP_HOP	VAPOR_TRAP"
00055157.m4a		TCAET2095212	00055157.m4a	TCAET2095212	INDIE_RB
00045637.m4a		GBARL2000623	00045637.m4a	GBARL2000623	"REGGAETON	REGGAETON_FLOW	GRIME"
00073987.m4a		USUM71900396	00073987.m4a	USUM71900396	"DANCE_POP	POP	POSTTEEN_POP"
00061861.m4a		QMFME1998641	00061861.m4a	QMFME1998641	"LATIN	REGGAETON	REGGAETON"
00061015.m4a		USAT22005951	00061015.m4a	USAT22005951	"DMV_RAP	ESCAPE_ROOM	POP"
00041362.m4a		USKO11900375	00041362.m4a	USKO11900375	"DANCE_POP	DEEP_POP_RB	HIP_HOP"
00037681.m4a		BXBAL1900023	00037681.m4a	BXBAL1900023	SERTANEJO_UNIVERSITARIO
00052431.m4a		FR6P11901500	00052431.m4a	FR6P11901500	"ART_POP	ELECTROPOP	METROPOPOLIS"
00054576.m4a		USSD11900247	00054576.m4a	USSD11900247	"LATIN_POP	REGGAETON	REGGAETON"
00059086.m4a		USXDR1900700	00059086.m4a	USXDR1900700	"PUERTO_RICAN_POP	REGGAETON	TRAP_LATINO"
00044996.m4a		USHF31810701	00044996.m4a	USHF31810701	INDIE_PUNK
00068344.m4a		GBVTB2039007	00068344.m4a	GBVTB2039007	"CONTEMPORARY_JAZZ	INDIE_JAZZ	INDIE_SOUL"
00049298.m4a		TCAEZ2028248	00049298.m4a	TCAEZ2028248	"HAWAIIAN_HIP_HOP	POP	RAP"
00052382.m4a		USAT21904473	00052382.m4a	USAT21904473	"DANCE_POP	POP	POSTTEEN_POP"
00061947.m4a		GBWWP1904864	00061947.m4a	GBWWP1904864	ALTERNATIVE_RB
00056777.m4a		ITUM71900290	00056777.m4a	ITUM71900290	ITALIAN_HIP_HOP
00039406.m4a		QMEZE1949200	00039406.m4a	QMEZE1949200	"INDIE_RB	LA_POP	ALTERNATIVE_RB"
00060627.m4a		USUG11901281	00060627.m4a	USUG11901281	"BOY_BAND	DANCE_POP	POP"
