id,song,artist,title_key,artist_key,isrc,playlist_cummulative,highlow
00044242.m4a,Cynical Romance,ATELLER,cynicalromance,ateller,GBGLW1900443,5,0
00068898.m4a,These Days,Marsicans,thesedays,marsicans,GBGLW1900604,67,0
00038449.m4a,All Of The Feelings,Kiesza,allofthefeelings,kiesza,GBGLW2000101,133,0
00070835.m4a,"Vola, Topi!",Akkan,volatopi,akkan,GBGLW2000160,6,0
00046459.m4a,El Mutal - Short Edit,Akkan,elmutalshortedit,akkan,GBGLW2000164,7,0
00042504.m4a,Carefree (I Am A Star),"Frankie Knuckles, Big Mel",carefreeiamastar,frankieknuckles,GBGLW2000574,78,0
00050435.m4a,Harmonious Monk,Soccer96,harmoniousmonk,soccer96,GBGNZ1800268,5,0
00042713.m4a,Ceres,UCC Harlo,ceres,uccharlo,GBGXC1920001,2,0
00067364.m4a,Sutarti II,Joshua Sabin,sutartiii,joshuasabin,GBGXC1920032,3,0
00069771.m4a,Travelogue,Norken,travelogue,norken,GBGXG1800710,2,0
00039556.m4a,Babalawo - Extended Mix,Beau (UK),babalawoextendedmix,beauuk,GBHAD1902010,8,0
00062581.m4a,Pure Love,WaqWaq Kingdom,purelove,waqwaqkingdom,GBHLW1800808,6,0
00040050.m4a,Baptist,Lucas,baptist,lucas,GBHLW1800944,5,0
00067518.m4a,Syzygy,Steevio,syzygy,steevio,GBHLW1800982,6,0
00055608.m4a,Line Made By Walking,Distant Animals,linemadebywalking,distantanimals,GBHLW1801047,3,0
00042610.m4a,Cast Of Mind,Kali Malone,castofmind,kalimalone,GBHLW1801048,3,0
00065010.m4a,Shadows Show Violet,"Croatian Amor, Varg²™",shadowsshowviolet,croatianamor,GBHLW1801128,8,0
00043338.m4a,Cold Crusader,You Said Strange,coldcrusader,yousaidstrange,GBHLW1801249,3,0
00070607.m4a,Vague à l’Âme,Benoit B,vaguealame,benoitb,GBHLW1802023,6,0
00064723.m4a,Searching For Memory,Lamin Fofana,searchingformemory,laminfofana,GBHLW1802479,6,0
00049941.m4a,Griddled,Biome,griddled,biome,GBHLW1804129,4,0
00037933.m4a,Acceleratus,Yen Tech,acceleratus,yentech,GBHLW1900867,2,0
00046779.m4a,Establish Yourself In My Body,Ariel Zetina,establishyourselfinmybody,arielzetina,GBHLW1900922,5,0
00060160.m4a,Oglon Day 2,"Oren Ambarchi, Mark Fell, Will Guthrie, Sam Shalabi",oglonday2,orenambarchi,GBHLW1901544,2,0
00054853.m4a,Laundry Room,Dervisis,laundryroom,dervisis,GBHLW1901580,7,0
00054258.m4a,Kin Asbo,Altered Natives,kinasbo,alterednatives,GBHLW1901812,1,0
00066631.m4a,Stay Let's Together,Lurka,stayletstogether,lurka,GBHLW1901817,16,0
00070434.m4a,Untitled (My Time Will Come),@skaeliptom2,untitledmytimewillcome,skaeliptom2,GBHLW1901978,3,0
00043913.m4a,Cowboys,YATTA,cowboys,yatta,GBHLW1902020,3,0
00058309.m4a,Mushoro,Rey Sapienz,mushoro,reysapienz,GBHLW1902206,4,0
00064864.m4a,Semeton 10 Ton,Gabber Modus Operandi,semeton10ton,gabbermodusoperandi,GBHLW1902313,7,0
00055557.m4a,Like,BFTT,like,bftt,GBHLW1902361,5,0
00065457.m4a,Single Time,Jack Sparrow,singletime,jacksparrow,GBHLW1902374,8,0
00045326.m4a,Dive,Flame 2,dive,flame2,GBHLW1902508,8,0
00052680.m4a,ISHU,"Slikback, Hyph11e",ishu,slikback,GBHLW1902688,9,0
00037785.m4a,A Touch Of,Piezo,atouchof,piezo,GBHLW1902720,5,0
00056479.m4a,Low Dimension,Nikki Nair,lowdimension,nikkinair,GBHLW1902750,8,0
00042150.m4a,Cabbage Land,Trevor,cabbageland,trevor,GBHLW1902832,3,0
00054414.m4a,Konvektion,Maria w Horn,konvektion,mariawhorn,GBHLW1902987,2,0
00046264.m4a,ETTIQUETTE STOMP,Villaelvin,ettiquettestomp,villaelvin,GBHLW1903724,32,0
00051601.m4a,How Far Can You Go When You Close Your Eyes?,"Siavash Amini, Saåad",howfarcanyougowhenyoucloseyoureyes,siavashamini,GBHLW2000039,2,0
00061364.m4a,Part Time Worker,Body Improvement Calendar,parttimeworker,bodyimprovementcalendar,GBHLW2000051,1,0
00062864.m4a,Race Against Time,Life'S Track,raceagainsttime,lifestrack,GBHLW2000069,1,0
00072540.m4a,Words,Life'S Track,words,lifestrack,GBHLW2000071,5,0
00051968.m4a,I Don't Know How It Works,The Tubs,idontknowhowitworks,thetubs,GBHLW2000185,11,0
00054476.m4a,LA SOLUZIONE É UNA,Dame Area,lasoluzioneeuna,damearea,GBHLW2000696,8,0
00039437.m4a,BELL ME BACK,"CHLOBOCOP, Lee Scott",bellmeback,chlobocop,GBHLW2001267,15,0
00074018.m4a,"notes on a ƒolder, v-s",Powell,notesonaƒoldervs,powell,GBHLW2002056,5,0
00069466.m4a,Tokyo Nights,"Digital Farm Animals, Shaun Frank, Dragonette",tokyonights,digitalfarmanimals,GBHMU1700044,228,0
00058126.m4a,Mother,Ina Wroldsen,mother,inawroldsen,GBHMU1800010,147,0
00060369.m4a,On My Way,PRETTYMUCH,onmyway,prettymuch,GBHMU1800016,55,0
00067141.m4a,Summer on You,PRETTYMUCH,summeronyou,prettymuch,GBHMU1800020,256,0
00071937.m4a,Where The Wild Things,Labrinth,wherethewildthings,labrinth,GBHMU1800023,206,0
00057711.m4a,Miracle,Labrinth,miracle,labrinth,GBHMU1800024,167,0
00066158.m4a,Something's Got To Give,Labrinth,somethingsgottogive,labrinth,GBHMU1800028,175,0
00055470.m4a,Like A Movie,Labrinth,likeamovie,labrinth,GBHMU1800030,119,0
00060660.m4a,Only You,"Cheat Codes, Little Mix",onlyyou,cheatcodes,GBHMU1800034,879,1
00063060.m4a,Real Friends,PRETTYMUCH,realfriends,prettymuch,GBHMU1800105,68,0
00050921.m4a,Hey DJ,"CNCO, Yandel",heydj,cnco,GBHMU1800139,278,1
00041038.m4a,Blind,PRETTYMUCH,blind,prettymuch,GBHMU1900001,107,0
00070119.m4a,Two of Us,Louis Tomlinson,twoofus,louistomlinson,GBHMU1900014,301,1
00061722.m4a,Phases,PRETTYMUCH,phases,prettymuch,GBHMU1900019,186,0
00049575.m4a,Gone 2 Long,PRETTYMUCH,gone2long,prettymuch,GBHMU1900025,154,0
00048353.m4a,Forgive or Forget,Ina Wroldsen,forgiveorforget,inawroldsen,GBHMU1900030,131,0
00041457.m4a,Bounce Back,Little Mix,bounceback,littlemix,GBHMU1900031,563,1
00063903.m4a,Rotate (Clockwise),Rak-Su,rotateclockwise,raksu,GBHMU1900040,67,0
00048352.m4a,Forgive or Forget - R3HAB Remix,"Ina Wroldsen, R3HAB",forgiveorforgetr3habremix,inawroldsen,GBHMU1900044,192,0
00054221.m4a,Kill My Mind,Louis Tomlinson,killmymind,louistomlinson,GBHMU1900047,244,0
00063706.m4a,Rock Witchu,PRETTYMUCH,rockwitchu,prettymuch,GBHMU1900048,92,0
00050257.m4a,Haloes,Ina Wroldsen,haloes,inawroldsen,GBHMU1900049,183,0
00071474.m4a,We Made It,Louis Tomlinson,wemadeit,louistomlinson,GBHMU1900051,258,0
00057241.m4a,Me Necesita,"PRETTYMUCH, CNCO",menecesita,prettymuch,GBHMU1900053,210,0
00071140.m4a,Walls,Louis Tomlinson,walls,louistomlinson,GBHMU1900056,318,1
00050170.m4a,Habit,Louis Tomlinson,habit,louistomlinson,GBHMU1900057,226,0
00060469.m4a,One I've Been Missing,Little Mix,oneivebeenmissing,littlemix,GBHMU1900120,321,1
00045596.m4a,Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,dontletitbreakyourheartsingleedit,louistomlinson,GBHMU1900137,307,1
00051275.m4a,Holiday,Little Mix,holiday,littlemix,GBHMU2000056,776,1
00059763.m4a,Not a Pop Song,Little Mix,notapopsong,littlemix,GBHMU2000065,454,1
00046050.m4a,Drive On,Anteros,driveon,anteros,GBHPX1800020,31,0
00050780.m4a,Heliy,Cosey Fanni Tutti,heliy,coseyfannitutti,GBHQZ1800006,6,0
00054230.m4a,Kill ‘Em With Da Boom,"Tuff London, Miss B",killemwithdaboom,tufflondon,GBJAJ1800914,25,0
00047620.m4a,Feel My Needs (Turn Around),Weiss (UK),feelmyneedsturnaround,weissuk,GBJAJ1801364,40,0
00061957.m4a,Playing With My Heart,"Mark Knight, Danny Howard",playingwithmyheart,markknight,GBJAJ1801766,27,0
00065245.m4a,Shout,Illyus & Barrientos,shout,illyusbarrientos,GBJAJ1802206,44,0
00062083.m4a,PopLock,Allen(IT),poplock,allenit,GBJAJ1802217,4,0
00037271.m4a,2000 Freaks Come Out,"Jack Back, Cevin Fisher",2000freakscomeout,jackback,GBJAJ1900229,72,0
00062603.m4a,Push Me,Martin Badder,pushme,martinbadder,GBJAJ1901015,7,0
00051492.m4a,Horsing Around,Reelow,horsingaround,reelow,GBJAJ1901067,8,0
00055186.m4a,Let Me Love You,Weiss (UK),letmeloveyou,weissuk,GBJAJ1901174,134,0
00064175.m4a,SOL,KC Lights,sol,kclights,GBJAJ1901224,83,0
00056423.m4a,Loveland,"Jay de Lys, Jamie Roy",loveland,jaydelys,GBJAJ1901902,8,0
00053764.m4a,Journey,Black Circle,journey,blackcircle,GBJAJ1902104,11,0
00072860.m4a,You & Me,KC Lights,youme,kclights,GBJAJ1902758,92,0
00067682.m4a,Take Me Away,"Dombresky, Wh0",takemeaway,dombresky,GBJAJ1902783,142,0
00044485.m4a,"Dancing, No Sleep - Danny Howard's Deeper Remix","Andrea Oliva, Danny Howard",dancingnosleepdannyhowardsdeeperremix,andreaoliva,GBJAJ1902824,50,0
00062431.m4a,Promise,Illyus & Barrientos,promise,illyusbarrientos,GBJAJ1902867,153,0
00068739.m4a,The Theater,Dorian Craft,thetheater,doriancraft,GBJAJ1902890,2,0
00041241.m4a,Body Beat,"Jack Back, Tom Staar",bodybeat,jackback,GBJAJ2000124,131,0
00066943.m4a,Stronger,"Dombresky, Boston Bun",stronger,dombresky,GBJAJ2000536,193,0
00055266.m4a,Let’s Go,Tini Gessler,letsgo,tinigessler,GBJAJ2000793,16,0
00062994.m4a,Rave Machine,"Oliver Heldens, Rowetta",ravemachine,oliverheldens,GBJAJ2001179,241,0
00069637.m4a,Touch Me - PAX & Rui Da Silva Version,"PAX, Rui Da Silva",touchmepaxruidasilvaversion,pax,GBJAJ2001195,161,0
00069512.m4a,Tonight,"Mark Knight, Chenai, Mr",tonight,markknight,GBJAJ2001618,172,0
00069769.m4a,Traveller,Pete K,traveller,petek,GBJAJ2001621,25,0
00062763.m4a,R U,"ATFC, Gene Farris",ru,atfc,GBJAJ2002701,87,0
00066382.m4a,Speakeasy,Frankie Lee,speakeasy,frankielee,GBJCP1824901,14,0
00068282.m4a,The Club,Hinds,theclub,hinds,GBJET1700031,72,0
00045948.m4a,Dreamin,Nardeydey,dreamin,nardeydey,GBJET1900019,24,0
00040812.m4a,Birch Tree,Strawberry Guy,birchtree,strawberryguy,GBJGV1900105,27,0
00052737.m4a,Ideal-Passage,Youandewan,idealpassage,youandewan,GBJPB1800774,3,0
00040731.m4a,Big Mouth,Petrol Girls,bigmouth,petrolgirls,GBJSG1930605,18,0
00069856.m4a,Trophies in the Attic,Phoxjaw,trophiesintheattic,phoxjaw,GBJSG2034402,15,0
00068201.m4a,The Arrow of Time,Menagerie,thearrowoftime,menagerie,GBJSH1722202,3,0
00037059.m4a,085,96 Back,085,96back,GBJU21800459,3,0
00065583.m4a,Slackline,LA-4A,slackline,la4a,GBJU21800461,5,0
00070226.m4a,Ultraterrestrial,Cygnus,ultraterrestrial,cygnus,GBJU21900526,5,0
00039055.m4a,Arc Rail,SDEM,arcrail,sdem,GBJU21900529,3,0
00065427.m4a,Simulated Events,Biochip,simulatedevents,biochip,GBJU21900538,4,0
00052650.m4a,IN A CYBER SPIRAL,Tryphème,inacyberspiral,trypheme,GBJU21900586,11,0
00074632.m4a,林百貨,Bézier,林百貨,bezier,GBJX31813011,3,0
00067643.m4a,Take 8,longlost,take8,longlost,GBJX31813014,6,0
00046989.m4a,Eviction 909,October,eviction909,october,GBJX31813021,6,0
00068586.m4a,The OD - Original Mix,Wbeeza,theodoriginalmix,wbeeza,GBJX31830001,2,0
00049019.m4a,Get Impetuous,Mall Grab,getimpetuous,mallgrab,GBJX31839004,15,0
00068435.m4a,The Heart Is A Lonely Hunter,Jordon Alexander,theheartisalonelyhunter,jordonalexander,GBJX31839006,12,0
00051503.m4a,Hot Bot,Nite Fleit,hotbot,nitefleit,GBJX31839007,18,0
00049792.m4a,Got Me Fucked Up,Skin On Skin,gotmefuckedup,skinonskin,GBJX31839016,11,0
00061007.m4a,Overture,Ribé,overture,ribe,GBJX31840043,4,0
00038731.m4a,Ambent II,Callisto,ambentii,callisto,GBJX31935022,4,0
00066499.m4a,Sriracha,AJ Christou,sriracha,ajchristou,GBJX31960006,6,0
00069114.m4a,Three Blocks,Loods,threeblocks,loods,GBJX31964008,22,0
00070566.m4a,Utility 3,Truncate,utility3,truncate,GBJX31973013,6,0
00050259.m4a,Han Pan - Original Mix,Peggy Gou,hanpanoriginalmix,peggygou,GBJX31975002,79,0
00066563.m4a,Starry Night - Edit,Peggy Gou,starrynightedit,peggygou,GBJX31975003,151,0
00058804.m4a,Neon Glance,Nyra,neonglance,nyra,GBJX31984021,2,0
00051573.m4a,Household,Toribio,household,toribio,GBJX31987004,5,0
00069739.m4a,Translucence,Keplrr,translucence,keplrr,GBJX31995001,4,0
00040803.m4a,Bingo,Exos,bingo,exos,GBJX31996003,10,0
00053536.m4a,J'adore,jamesjamesjames,jadore,jamesjamesjames,GBJX32044707,73,0
00070176.m4a,UKG G,Seb Zito,ukgg,sebzito,GBJX32052503,9,0
00049128.m4a,Ghost Trance,David Kochs,ghosttrance,davidkochs,GBJX32216053,18,0
00048317.m4a,Forever,Dominik Marz,forever,dominikmarz,GBJX32216056,5,0
00046438.m4a,El Coral,Gladkazuka,elcoral,gladkazuka,GBJX33216054,4,0
00055611.m4a,Line to earth,Joe,linetoearth,joe,GBJX33216058,14,0
00050894.m4a,Heritage - Original Mix,Dj Oil,heritageoriginalmix,djoil,GBJX37218012,6,0
00068707.m4a,The Shy Dictator,Cosmo Vitelli,theshydictator,cosmovitelli,GBJX37219015,4,0
00065003.m4a,Shadow On,Michael Nau,shadowon,michaelnau,GBJXP1831202,15,0
00064947.m4a,Settling - Redux,Ohtis,settlingredux,ohtis,GBJXP1833211,7,0
00059891.m4a,Nowhere,Katie Von Schleicher,nowhere,katievonschleicher,GBJXP1936203,23,0
00052316.m4a,I Talk to the Wind,Dana Gavanski,italktothewind,danagavanski,GBJXP2037201,52,0
00071113.m4a,Walk With Me,Margot,walkwithme,margot,GBJXP2037901,27,0
00049841.m4a,Grace,Simon Scott,grace,simonscott,GBJYX1864201,4,0
00037463.m4a,4AM in London,Benjamin Francis Leftwich,4aminlondon,benjaminfrancisleftwich,GBK3W1800734,9,0
00049302.m4a,Give Yourself A Try,The 1975,giveyourselfatry,the1975,GBK3W1800737,555,1
00056254.m4a,Love It If We Made It,The 1975,loveitifwemadeit,the1975,GBK3W1800771,584,1
00037463.m4a,4AM in London,Benjamin Francis Leftwich,4aminlondon,benjaminfrancisleftwich,GBK3W1800794,19,0
00067589.m4a,TOOTIMETOOTIMETOOTIME,The 1975,tootimetootimetootime,the1975,GBK3W1800807,542,1
00065442.m4a,Sincerity Is Scary,The 1975,sincerityisscary,the1975,GBK3W1800834,331,1
00053473.m4a,It's Not Living (If It's Not With You),The 1975,itsnotlivingifitsnotwithyou,the1975,GBK3W1800838,488,1
00051836.m4a,I Always Wanna Die (Sometimes),The 1975,ialwayswannadiesometimes,the1975,GBK3W1800842,312,1
00057194.m4a,Maybe You're the Reason,The Japanese House,maybeyourethereason,thejapanesehouse,GBK3W1800857,200,0
00071485.m4a,We Talk all the Time,The Japanese House,wetalkallthetime,thejapanesehouse,GBK3W1800858,162,0
00073001.m4a,You Seemed so Happy,The Japanese House,youseemedsohappy,thejapanesehouse,GBK3W1800860,181,0
00055972.m4a,Look Ma!,Benjamin Francis Leftwich,lookma,benjaminfrancisleftwich,GBK3W1800897,88,0
00067998.m4a,Tell Me You Started to Pray,Benjamin Francis Leftwich,tellmeyoustartedtopray,benjaminfrancisleftwich,GBK3W1800900,58,0
00065666.m4a,Slip,AMA,slip,ama,GBK3W1900946,71,0
00042307.m4a,Can I Talk,Caleb Steph,canitalk,calebsteph,GBK3W1900947,16,0
00069759.m4a,Trapped,Caleb Steph,trapped,calebsteph,GBK3W1900963,35,0
00042601.m4a,Cashmoney,No Rome,cashmoney,norome,GBK3W1901002,135,0
00061856.m4a,Pink,No Rome,pink,norome,GBK3W1901003,119,0
00068184.m4a,The 1975,The 1975,the1975,the1975,GBK3W1901062,241,0
00061595.m4a,People,The 1975,people,the1975,GBK3W1901063,462,1
00048407.m4a,Frail State Of Mind,The 1975,frailstateofmind,the1975,GBK3W1901065,545,1
00068237.m4a,The Birthday Party,The 1975,thebirthdayparty,the1975,GBK3W1901067,527,1
00053675.m4a,Jesus Christ 2005 God Bless America,The 1975,jesuschrist2005godblessamerica,the1975,GBK3W1901070,533,1
00057224.m4a,Me & You Together Song,The 1975,meyoutogethersong,the1975,GBK3W1901072,764,1
00069504.m4a,Tonight (I Wish I Was Your Boy),The 1975,tonightiwishiwasyourboy,the1975,GBK3W1901075,514,1
00050059.m4a,Guys,The 1975,guys,the1975,GBK3W1901083,499,1
00065105.m4a,She Plays Bass,beabadoobee,sheplaysbass,beabadoobee,GBK3W1901098,185,0
00052411.m4a,I Wish I Was Stephen Malkmus,beabadoobee,iwishiwasstephenmalkmus,beabadoobee,GBK3W1901137,208,0
00066120.m4a,Something Has to Change,The Japanese House,somethinghastochange,thejapanesehouse,GBK3W1901155,268,1
00066332.m4a,Space Cadet,beabadoobee,spacecadet,beabadoobee,GBK3W1901163,259,0
00042945.m4a,Chewing Cotton Wool,The Japanese House,chewingcottonwool,thejapanesehouse,GBK3W1901186,151,0
00045761.m4a,"Don’t You (Forget About Me) - live from Abbey Road Studios, London",beabadoobee,dontyouforgetaboutmelivefromabbeyroadstudioslondon,beabadoobee,GBK3W1901188,150,0
00043576.m4a,Comme Des Garçons (Like The Boys),Rina Sawayama,commedesgarconsliketheboys,rinasawayama,GBK3W1901220,213,0
00072689.m4a,XS,Rina Sawayama,xs,rinasawayama,GBK3W1901224,312,1
00039819.m4a,Bad Friend,Rina Sawayama,badfriend,rinasawayama,GBK3W1901229,358,1
00043035.m4a,Chosen Family,Rina Sawayama,chosenfamily,rinasawayama,GBK3W1901233,166,0
00074140.m4a,realtree,boyband,realtree,boyband,GBK3W2001287,74,0
00052851.m4a,If You’re Too Shy (Let Me Know) - Edit,The 1975,ifyouretooshyletmeknowedit,the1975,GBK3W2001293,675,1
00074294.m4a,tattoo,boyband,tattoo,boyband,GBK3W2001299,110,0
00040955.m4a,Blade Of Hope,Leo Bhanji,bladeofhope,leobhanji,GBK3W2001324,53,0
00051743.m4a,Hurry Home (with beabadoobee & Jay Som),"No Rome, beabadoobee, Jay Som",hurryhomewithbeabadoobeejaysom,norome,GBK3W2001334,316,1
00072020.m4a,White Hills,Leo Bhanji,whitehills,leobhanji,GBK3W2001336,65,0
00049050.m4a,Get Out,Oscar Lang,getout,oscarlang,GBK3W2001380,134,0
00046024.m4a,Drinking Wine,Oscar Lang,drinkingwine,oscarlang,GBK3W2001381,121,0
00055966.m4a,Look How We Started,beaux,lookhowwestarted,beaux,GBK3W2001385,15,0
00052011.m4a,"I Don't Want To Make It Alone, I Want To Make It With You",beaux,idontwanttomakeitaloneiwanttomakeitwithyou,beaux,GBK3W2001390,156,0
00042501.m4a,Care,beabadoobee,care,beabadoobee,GBK3W2001414,454,1
00072601.m4a,Worth It,beabadoobee,worthit,beabadoobee,GBK3W2001446,502,1
00051647.m4a,How Was Your Day?,beabadoobee,howwasyourday,beabadoobee,GBK3W2001454,236,0
00069459.m4a,Together,beabadoobee,together,beabadoobee,GBK3W2001455,398,1
00073632.m4a,get home safely,boyband,gethomesafely,boyband,GBK3W2001457,39,0
00044430.m4a,Dance In The Dark - Spotify Singles,Rina Sawayama,danceinthedarkspotifysingles,rinasawayama,GBK3W2001458,210,0
00074170.m4a,sOak'20,Bryce Hase,soak20,brycehase,GBK3W2001478,21,0
00047672.m4a,Feelings Change,Bryce Hase,feelingschange,brycehase,GBK3W2001481,19,0
00066239.m4a,Sorry - Alternate Edit,beabadoobee,sorryalternateedit,beabadoobee,GBK3W2001488,203,0
00039525.m4a,BRITNEY BITCH,BLACKSTARKIDS,britneybitch,blackstarkids,GBK3W2001512,49,0
00038583.m4a,Allen Street,Pretty Sick,allenstreet,prettysick,GBK3W2001515,106,0
00047163.m4a,FRANKIE MUNIZ,BLACKSTARKIDS,frankiemuniz,blackstarkids,GBK3W2001544,51,0
00039133.m4a,As If By Magic,Dachshund,asifbymagic,dachshund,GBK5G1000379,9,0
00045269.m4a,Discow,Jholeyson,discow,jholeyson,GBK6Y1913701,22,0
00055334.m4a,"Lies, Deception, And Fantasy","Chris Lake, Lee Foss",liesdeceptionandfantasy,chrislake,GBK6Y1955802,151,0
00069170.m4a,Thunder & Lightning,"Lee Foss, Detlef, Anabel Englund",thunderlightning,leefoss,GBK6Y2016303,84,0
00053563.m4a,Jack That Body,"Antoine Delvig, Felicity",jackthatbody,antoinedelvig,GBKCF1800655,45,0
00047906.m4a,Fire,"Magnificence, Seth Hills",fire,magnificence,GBKCF1800671,88,0
00051330.m4a,Home - Jyye Remix,"Moguai, AKA AKA, JYYE",homejyyeremix,moguai,GBKCF1800692,23,0
00060800.m4a,Otherside,"Tom Staar, Eddie Thoneick",otherside,tomstaar,GBKCF1800696,119,0
00048307.m4a,Forever Young,"Jack Wins, Amy Grace",foreveryoung,jackwins,GBKCF1900723,55,0
00045713.m4a,Don't Worry - Axwell Cut,"Redfield, Axwell",dontworryaxwellcut,redfield,GBKCF1900783,183,0
00055392.m4a,Lift Your Energy,Eden Prince,liftyourenergy,edenprince,GBKCF2000863,195,0
00038871.m4a,Animals,"Jack Wins, Caitlyn Scarlett",animals,jackwins,GBKCF2000893,149,0
00059954.m4a,Nver,"Lost Prince, Villns",nver,lostprince,GBKCF2000922,33,0
00064350.m4a,Salt Licorice (with Robyn) - Radio Edit,"Jónsi, Robyn",saltlicoricewithrobynradioedit,jonsi,GBKEE2000271,261,0
00047091.m4a,F-Wake,"Lothar Ohlmeier, Isambard Khroustaliov, Rudi Fischerlehner",fwake,lotharohlmeier,GBKHV1900013,4,0
00062329.m4a,Pretty Waste,BONES UK,prettywaste,bonesuk,GBKPL1668616,37,0
00041784.m4a,Bruises,Lewis Capaldi,bruises,lewiscapaldi,GBKPL1778698,653,1
00071305.m4a,Water Baby,"Tom Misch, Loyle Carner",waterbaby,tommisch,GBKPL1790992,288,1
00046334.m4a,Easy on My Love,"Michael Brun, Janelle Kroll",easyonmylove,michaelbrun,GBKPL1793046,103,0
00061588.m4a,People Say,"Don Diablo, Paije",peoplesay,dondiablo,GBKPL1795844,387,1
00055042.m4a,Legends,LANNDS,legends,lannds,GBKPL1800132,8,0
00045885.m4a,Dragons in the MoMA,The Trp,dragonsinthemoma,thetrp,GBKPL1800149,2,0
00038794.m4a,An Ocean,The Tallest Man On Earth,anocean,thetallestmanonearth,GBKPL1800448,86,0
00056476.m4a,Low - R3HAB Remix,"Greyson Chance, R3HAB",lowr3habremix,greysonchance,GBKPL1801743,51,0
00069818.m4a,Tried Up,Ama Lou,triedup,amalou,GBKPL1802048,19,0
00067237.m4a,Sunny Days - Michael Brun Remix,"Janelle Kroll, Michael Brun",sunnydaysmichaelbrunremix,janellekroll,GBKPL1802285,5,0
00052283.m4a,I Say When,Temptress,isaywhen,temptress,GBKPL1803710,5,0
00041166.m4a,Blue Love,Easton,bluelove,easton,GBKPL1803948,14,0
00071815.m4a,Whatever Comes to Mind,MorMor,whatevercomestomind,mormor,GBKPL1804303,84,0
00069597.m4a,Tooth Ache,RF Shannon,toothache,rfshannon,GBKPL1804597,17,0
00039254.m4a,August,Olloway,august,olloway,GBKPL1805222,6,0
00046591.m4a,Empty,Maeve,empty,maeve,GBKPL1805477,2,0
00058964.m4a,New Beginning,Wildhart,newbeginning,wildhart,GBKPL1805537,11,0
00061372.m4a,Partings,Mountain Range,partings,mountainrange,GBKPL1805758,3,0
00046738.m4a,Erase,Omar Apollo,erase,omarapollo,GBKPL1806025,62,0
00049808.m4a,Got the Moves,EhCee,gotthemoves,ehcee,GBKPL1806431,12,0
00044627.m4a,Daydreaming Pilot,Alex Siegel,daydreamingpilot,alexsiegel,GBKPL1806529,19,0
00071614.m4a,Wetty Betty,Azekel,wettybetty,azekel,GBKPL1806797,15,0
00046759.m4a,Escalators,KOATES,escalators,koates,GBKPL1807162,5,0
00051394.m4a,Honest,Kemi Ade,honest,kemiade,GBKPL1807241,1,0
00067430.m4a,Sweet Sweat,Linae,sweetsweat,linae,GBKPL1807413,19,0
00050843.m4a,Her Light,Day Fly,herlight,dayfly,GBKPL1807438,33,0
00039985.m4a,Ballin,Parisalexa,ballin,parisalexa,GBKPL1807678,23,0
00072179.m4a,Widdit,Lava La Rue,widdit,lavalarue,GBKPL1807999,20,0
00052258.m4a,I O U,You Me At Six,iou,youmeatsix,GBKPL1808036,67,0
00074278.m4a,swell,imbi the girl,swell,imbithegirl,GBKPL1808068,12,0
00074310.m4a,the broken heart gang,frumhere,thebrokenheartgang,frumhere,GBKPL1808159,13,0
00048377.m4a,Found Her,ChrisLee,foundher,chrislee,GBKPL1808218,17,0
00050976.m4a,Hide,Skinnydip,hide,skinnydip,GBKPL1808375,10,0
00067084.m4a,Summa,Juto,summa,juto,GBKPL1808584,11,0
00061307.m4a,Paradise,Saunas,paradise,saunas,GBKPL1808610,6,0
00038709.m4a,Always,Rebecca Garton,always,rebeccagarton,GBKPL1808664,9,0
00070677.m4a,Venice,extremely bad man,venice,extremelybadman,GBKPL1808743,6,0
00055743.m4a,Livin in the Truth,Mei Mei,livininthetruth,meimei,GBKPL1809011,4,0
00051898.m4a,I Can't Stay,Jasper Bones,icantstay,jasperbones,GBKPL1809318,8,0
00063044.m4a,Ready for the Summer,Das Kope,readyforthesummer,daskope,GBKPL1809371,7,0
00060084.m4a,Ocean City,Pacific Coliseum,oceancity,pacificcoliseum,GBKPL1809421,19,0
00046654.m4a,Enemies,Lauv,enemies,lauv,GBKPL1809576,479,1
00058926.m4a,Never Not,Lauv,nevernot,lauv,GBKPL1809577,116,0
00067499.m4a,Sycic,"Rooots, Yayoyanoh",sycic,rooots,GBKPL1809586,1,0
00068356.m4a,The Falls,Nic Pool,thefalls,nicpool,GBKPL1809938,14,0
00070278.m4a,Uncover You,"Fairlane, Ilsey",uncoveryou,fairlane,GBKPL1810628,53,0
00050127.m4a,HIYA,Elephant Heart,hiya,elephantheart,GBKPL1810671,9,0
00061531.m4a,Peaches,"yù yī, ellen",peaches,yuyi,GBKPL1810709,39,0
00058264.m4a,Mto,3rdCultureKid,mto,3rdculturekid,GBKPL1810751,7,0
00043616.m4a,Complicated,Benjmn,complicated,benjmn,GBKPL1810772,5,0
00060780.m4a,Ornament,Kiah Victoria,ornament,kiahvictoria,GBKPL1811261,3,0
00066313.m4a,Soweto,"Michael Brun, Shirazee",soweto,michaelbrun,GBKPL1811272,38,0
00072602.m4a,Worthy,RENÉ,worthy,rene,GBKPL1812045,4,0
00056963.m4a,Malibu,DD WALKER,malibu,ddwalker,GBKPL1812274,5,0
00069654.m4a,Tough Crowd,Cumulus,toughcrowd,cumulus,GBKPL1812581,12,0
00055373.m4a,Life2Live,OCTAVIO,life2live,octavio,GBKPL1812602,7,0
