id,song,artist,timestamp,isrc,release_date,tags
00053849.m4a,Jungle,Millie Turner,2021-01-18T22:52:47.957Z,GBKPL2088929,2020-03-06T00:00:00.000Z,POP
00054422.m4a,Koto Walks,Dokkodo Sounds,2021-01-18T22:52:47.957Z,QZDA61983291,2019-04-10T00:00:00.000Z,WORLD
00066251.m4a,Sorry,Krew$,2021-01-18T22:52:47.957Z,QZ85M1909196,2019-02-25T00:00:00.000Z,R&B/SOUL
00061466.m4a,Patience,Tame Impala,2021-01-18T22:52:47.957Z,AUUM71900284,2019-03-21T00:00:00.000Z,ALTERNATIVE
00056929.m4a,Make a Mark,"Beoga, Ryan McMullan",2021-01-18T22:52:47.957Z,QMEZE1949379,2019-11-29T00:00:00.000Z,POP
00067846.m4a,Tap In,Saweetie,2021-01-18T22:52:47.957Z,USWB12001096,2020-06-16T00:00:00.000Z,HIP-HOP/RAP
00052780.m4a,If I Wrote You a Song,"Rubber Band, Grant Trammel",2021-01-18T22:52:47.957Z,QZES82097814,2020-05-14T00:00:00.000Z,POP
00060822.m4a,Our Love,Incubus,2021-01-18T22:52:47.957Z,ZZOPM2001829,2020-01-31T00:00:00.000Z,ROCK
00072386.m4a,With You,Eryn Allen Kane,2021-01-18T22:52:47.957Z,US23A1501341,2019-06-14T00:00:00.000Z,R&B/SOUL
00058172.m4a,Move Me,"Mura Masa, Octavian",2021-01-18T22:52:47.957Z,GBUM71802348,2018-06-13T00:00:00.000Z,ELECTRONIC
00037176.m4a,16,Highly Suspect,2021-01-18T22:52:47.957Z,QMCE31902368,2019-08-15T00:00:00.000Z,ALTERNATIVE
00060764.m4a,Oreinspotting,boys be kko,2021-01-18T22:52:47.957Z,NLC7F1900047,2019-09-09T00:00:00.000Z,DANCE
00059208.m4a,No Advice,Skizzy Mars,2021-01-18T22:52:47.957Z,USAT21902538,2019-05-23T00:00:00.000Z,HIP-HOP/RAP
00072274.m4a,Win,Nasty Cherry,2021-01-18T22:52:47.957Z,GBAHS1900411,2019-03-10T00:00:00.000Z,ALTERNATIVE
00042236.m4a,Call Out My Name,The Weeknd,2021-01-18T22:52:47.957Z,USUG11800560,2018-03-28T00:00:00.000Z,R&B/SOUL
00071294.m4a,Watch,"CIRRRCLE, Amiide, Jyodan, A",2021-01-18T22:52:47.957Z,TCJPG1882685,2018-04-26T00:00:00.000Z,HIP-HOP/RAP
00071573.m4a,Welcome,Going Deeper,2021-01-18T22:52:47.957Z,NLF711800253,2018-01-11T00:00:00.000Z,DANCE
00069599.m4a,Toothbrush,Marcell,2021-01-18T22:52:47.957Z,IDA431809219,2018-10-18T00:00:00.000Z,JAZZ
00058546.m4a,Myself,Post Malone,2021-01-18T22:52:47.957Z,USUM71915734,2019-09-05T00:00:00.000Z,HIP-HOP/RAP
00041130.m4a,Blowback,The Killers,2021-01-18T22:52:47.957Z,USUM72005113,2020-08-21T00:00:00.000Z,ALTERNATIVE
00072075.m4a,Who Got Your Back,"aUtOdiDakT, Lozz",2021-01-18T22:52:47.957Z,DEEN71900025,2019-04-18T00:00:00.000Z,HOUSE
00059171.m4a,Nights With You,MØ,2021-01-18T22:52:47.957Z,GBARL1700537,2017-04-20T00:00:00.000Z,HIP-HOP/RAP
00058175.m4a,Move On,Barry&Gibbs,2021-01-18T22:52:47.957Z,GBKQU2001056,2020-01-30T00:00:00.000Z,ELECTRONIC
00050875.m4a,Here Tonight,Brett Young,2021-01-18T22:52:47.957Z,QM3E21806146,2018-09-13T00:00:00.000Z,COUNTRY
00045785.m4a,Dos Uno Nueve (219),Omar Apollo,2021-01-18T22:52:47.957Z,USWB12003795,2020-09-28T00:00:00.000Z,ALTERNATIVE
00051350.m4a,Home,Austin Patten,2021-01-18T22:52:47.957Z,QZFZ22031737,2020-02-11T00:00:00.000Z,HIP-HOP/RAP
00071082.m4a,Waking Up,"MJ Cole, Cedric Gervais, Freya Ridings",2021-01-18T22:52:47.957Z,GBCEN1900038,2019-07-04T00:00:00.000Z,ELECTRONIC
00060099.m4a,Ocean,Lady A,2021-01-18T22:52:47.957Z,QM3E21914029,2019-09-20T00:00:00.000Z,COUNTRY
00055720.m4a,Live From The Villa,Russ,2021-01-18T22:52:47.957Z,TCAEZ2006206,2020-07-02T00:00:00.000Z,HIP-HOP/RAP
00057321.m4a,Medicine,Gus Dapperton,2021-01-18T22:52:47.957Z,GBKPL2004076,2020-09-02T00:00:00.000Z,ALTERNATIVE
00042133.m4a,CROWN,Russ,2021-01-18T22:52:47.957Z,USSM11907310,2019-09-19T00:00:00.000Z,HIP-HOP/RAP
00058174.m4a,Move On,AJ Mitchell,2021-01-18T22:52:47.957Z,USSM11904144,2019-07-12T00:00:00.000Z,POP
00039581.m4a,Baby Come Back,Player,2021-01-18T22:52:47.957Z,NLF050190048,2019-06-27T00:00:00.000Z,ROCK
00065749.m4a,Smiley Face,"Duck Sauce, A-Trak, Armand Van Helden",2021-01-18T22:52:47.957Z,QM4TW2039798,2020-01-30T00:00:00.000Z,DANCE
00039723.m4a,Back To You,iamnotshane,2021-01-18T22:52:47.957Z,USUM71919576,2019-12-04T00:00:00.000Z,POP
00056114.m4a,Lost It,Cochise,2021-01-18T22:52:47.957Z,USSM12005336,2020-09-18T00:00:00.000Z,HIP HOP / RAP
00064035.m4a,Runner,Hovvdy,2021-01-18T22:52:47.957Z,QZ93L2031235,2020-07-12T00:00:00.000Z,POP
00050131.m4a,HOES UP G'S DOWN,SHIRIN DAVID,2021-01-18T22:52:47.957Z,DECE72000379,2020-05-27T00:00:00.000Z,HIP-HOP/RAP
00048872.m4a,Gahu Dub,Fazer,2021-01-18T22:52:47.957Z,DECY52000142,2020-02-20T00:00:00.000Z,JAZZ
00053860.m4a,Juntos,"Paula Fernandes, Luan Santana",2021-01-18T22:52:47.957Z,BRUM71901337,2019-05-18T00:00:00.000Z,SERTANEJO
00067549.m4a,TELL ME WHY,The Kid LAROI,2021-01-18T22:52:47.957Z,USSM12004190,2020-07-23T00:00:00.000Z,HIP-HOP/RAP
00043233.m4a,Closer,Sedona,2021-01-18T22:52:47.957Z,QZ93L2005575,2020-02-26T00:00:00.000Z,POP
00069877.m4a,True Care,James Vincent McMorrow,2021-01-18T22:52:47.957Z,IEDNV1700007,2017-05-25T00:00:00.000Z,ALTERNATIVE
00067489.m4a,Switch,Biig Piig,2021-01-18T22:52:47.957Z,GBARL2000188,2020-03-30T00:00:00.000Z,ALTERNATIVE
00063082.m4a,Real Name,Big Nothing,2021-01-18T22:52:47.957Z,USA2B1900921,2019-04-10T00:00:00.000Z,PUNK
00066340.m4a,Space Makes Me Sad,Fiji Blue,2021-01-18T22:52:47.957Z,TCAEG1942027,2019-06-12T00:00:00.000Z,POP
00052274.m4a,I Remember,"Kato On The Track, 30",2021-01-18T22:52:47.957Z,QZFYX1900396,2019-06-10T00:00:00.000Z,HIP-HOP/RAP
00059897.m4a,Nuisance,Landon Cube,2021-01-18T22:52:47.957Z,USUM71908168,2019-05-17T00:00:00.000Z,HIP-HOP/RAP
00064256.m4a,SXF,Emiranda,2021-01-18T22:52:47.957Z,USA2B1901314,2019-05-05T00:00:00.000Z,DANCE
00063221.m4a,Red Wine,Grapetooth,2021-01-18T22:52:47.957Z,US3R41836802,2018-09-12T00:00:00.000Z,ALTERNATIVE
00058081.m4a,Morning Dew,Kelsey Lu,2021-01-18T22:52:47.957Z,QM6N22008770,2020-05-29T00:00:00.000Z,INDIE POP
00071455.m4a,We Getting Money,Sheff G,2021-01-18T22:52:47.957Z,USUYG1273314,2019-09-26T00:00:00.000Z,HIP-HOP/RAP
00065228.m4a,Shots,Lil Tecca,2021-01-18T22:52:47.957Z,USUM71917711,2019-08-29T00:00:00.000Z,HIP-HOP/RAP
00050597.m4a,Healing,Arlissa,2021-01-18T22:52:47.957Z,USUM71924785,2020-03-19T00:00:00.000Z,POP
00044621.m4a,Daydream,"Ekcle, Aether, Zes, Lilia, Grand Pavilion",2021-01-18T22:52:47.957Z,QM24S2003540,2020-04-29T00:00:00.000Z,ELECTRONIC
00057836.m4a,Modal,My Girlfriend,2021-01-18T22:52:47.957Z,GBQLP1901145,2019-05-09T00:00:00.000Z,FUNK
00047488.m4a,Fast Lovers,Lemaitre,2021-01-18T22:52:47.957Z,USUM71900460,2019-01-31T00:00:00.000Z,DANCE
00049138.m4a,Ghost,KAINA,2021-01-18T22:52:47.957Z,QMB621903902,2019-07-11T00:00:00.000Z,POP
00069879.m4a,True Crime,"DREAMERS, DeathbyRomy",2021-01-18T22:52:47.957Z,USHR12039957,2020-11-05T00:00:00.000Z,ALTERNATIVE
00050395.m4a,Hard Boy,Frawley,2021-01-18T22:52:47.957Z,USUM71907156,2019-05-03T00:00:00.000Z,POP
00059627.m4a,Nominated,"Hit-Boy, Dom Kennedy",2021-01-18T22:52:47.957Z,GBKPL2000350,2020-05-01T00:00:00.000Z,HIP-HOP/RAP
00060176.m4a,Oh Man,Jain,2021-01-18T22:52:47.957Z,FR1A91804924,2018-08-23T00:00:00.000Z,POP
00059009.m4a,New Light,John Mayer,2021-01-18T22:52:47.957Z,QM4TW1898425,2018-05-09T00:00:00.000Z,POP
00054318.m4a,Kiss Like the Sun,Jake Bugg,2021-01-18T22:52:47.957Z,GBARL1901232,2019-11-11T00:00:00.000Z,PERFORMER / COMPOSER
00072152.m4a,Why He Told,King Von,2021-01-18T22:52:47.957Z,USUYG1323528,2020-07-24T00:00:00.000Z,HIP-HOP/RAP
00060993.m4a,Overrated,Blxst,2021-01-18T22:52:47.957Z,USP6L2000517,2020-09-03T00:00:00.000Z,HIP-HOP/RAP
00062229.m4a,Pray 4 Love,Rod Wave,2021-01-18T22:52:47.957Z,USLD91725186,2020-03-17T00:00:00.000Z,HIP-HOP/RAP
00037478.m4a,4,Eleni Drake,2021-01-18T22:52:47.957Z,GBKPL1941573,2019-03-28T00:00:00.000Z,ALTERNATIVE
00049168.m4a,Giants,Dermot Kennedy,2021-01-18T22:52:47.957Z,USUG12001124,2020-06-23T00:00:00.000Z,POP
00055731.m4a,Live Without Your Love (with Steve Lacy),"Love Regenerator, Steve Lacy, Calvin Harris",2021-01-18T22:52:47.957Z,GBARL2000763,2020-07-15T00:00:00.000Z,DANCE
00072200.m4a,Wiggle,binki,2021-01-18T22:52:47.957Z,QZ93L1954280,2019-07-31T00:00:00.000Z,POP
00057715.m4a,Mirage,Elina,2021-01-18T22:52:47.957Z,SE5261900101,2019-02-21T00:00:00.000Z,POP
00069929.m4a,Truth Never Lies,"Lost Frequencies, Aloe Blacc",2021-01-18T22:52:47.957Z,NLF711904887,2019-06-06T00:00:00.000Z,DANCE
00069459.m4a,Together,beabadoobee,2021-01-18T22:52:47.957Z,GBK3W2001455,2020-10-15T00:00:00.000Z,ALTERNATIVE
00045588.m4a,Don't Leave Me This Way - Single Version,Thelma Houston,2021-01-18T22:52:47.957Z,USMO17600547,2019-06-27T00:00:00.000Z,FITNESS & WORKOUT
00071701.m4a,What It Is,KYLE,2021-01-18T22:52:47.957Z,USAT22001818,2020-05-17T00:00:00.000Z,R&B/SOUL
00056213.m4a,Love Flu,"Unwork, Zola Bryon",2021-01-18T22:52:47.957Z,JPZ921907383,2019-08-05T00:00:00.000Z,ELECTRONIC
00069006.m4a,This City - Luca Schreiner Remix,"Sam Fischer, Luca Schreiner",2021-01-18T22:52:47.957Z,GBARL1901427,2020-02-20T00:00:00.000Z,POP
00065906.m4a,Sodio,Danna Paola,2021-01-18T22:52:47.957Z,MXUM72000102,2020-02-06T00:00:00.000Z,LATIN POP
00045010.m4a,Deu Onda,MC G15,2021-01-18T22:52:47.957Z,QZ5AB1644871,2016-12-14T00:00:00.000Z,FUNK PARTY
00059120.m4a,Night By Night,Danny Rhys,2021-01-18T22:52:47.957Z,NLE802000027,2020-02-06T00:00:00.000Z,DANCE
00052836.m4a,If You Wanna Love Somebody - Single Version,Tom Odell,2021-01-18T22:52:47.957Z,GBARL1800543,2018-06-13T00:00:00.000Z,SINGER/SONGWRITER
00042704.m4a,Center Point Road,"Thomas Rhett, Kelsea Ballerini",2021-01-18T22:52:47.957Z,USLXJ1907464,2019-05-24T00:00:00.000Z,COUNTRY
00041180.m4a,Blue Sky,Serena Isioma,2021-01-18T22:52:47.957Z,GBKPL2018743,2020-09-09T00:00:00.000Z,ALTERNATIVE
00072356.m4a,Wishing and Hoping,Landon Cube,2021-01-18T22:52:47.957Z,USUM72015718,2020-08-13T00:00:00.000Z,HIP-HOP/RAP
00040097.m4a,Batman,Jaden,2021-01-18T22:52:47.957Z,QMJMT1701330,2017-07-13T00:00:00.000Z,HIP-HOP/RAP
00060367.m4a,On My Way,Joel Crouse,2021-01-18T22:52:47.957Z,TCAEK1950553,2019-10-17T00:00:00.000Z,POP
00037017.m4a,(301)341-7207,dreamcastmoe,2021-01-18T22:52:47.957Z,GBKPL2009383,2020-08-25T00:00:00.000Z,ELECTRONIC
00072369.m4a,Witching Hour,TOPS,2021-01-18T22:52:47.957Z,QMFME1912624,2020-02-12T00:00:00.000Z,INDIE ROCK
00073123.m4a,Young,"Project North, GLDN, Veronica Bravo",2021-01-18T22:52:47.957Z,QZDA81947839,2019-03-14T00:00:00.000Z,ELECTRONIC
00061766.m4a,Pick Me Up,Gub,2021-01-18T22:52:47.957Z,AUBEC1913939,2019-07-28T00:00:00.000Z,ALTERNATIVE
00039318.m4a,Avoid,"Lil Peep, Wicca Phase Springs Eternal, døves",2021-01-18T22:52:47.957Z,UKELY1700074,2017-10-12T00:00:00.000Z,HIP-HOP/RAP
00057851.m4a,Modul 60,Nik Bärtsch,2021-01-18T22:52:47.957Z,DEB331760301,2018-04-05T00:00:00.000Z,JAZZ
00069777.m4a,Treasure,Aldous Harding,2021-01-18T22:52:47.957Z,GBAFL1800150,2019-04-25T00:00:00.000Z,ALTERNATIVE
00065916.m4a,Soft Stud,Black Belt Eagle Scout,2021-01-18T22:52:47.957Z,USHM21737457,2018-07-15T00:00:00.000Z,ALTERNATIVE
00074101.m4a,pneumonia,maxime,2021-01-18T22:52:47.957Z,GBKPL1962072,2019-09-27T00:00:00.000Z,ALTERNATIVE
00071656.m4a,What Do You Think Of?,"Lauren Alaina, Lukas Graham",2021-01-18T22:52:47.957Z,QMTM62000284,2020-09-04T00:00:00.000Z,COUNTRY
00051466.m4a,Hope,(Sandy) Alex G,2021-01-18T22:52:47.957Z,GBCEL1900159,2019-07-14T00:00:00.000Z,ALTERNATIVE
00039431.m4a,BEAST,BABii,2021-01-18T22:52:47.957Z,UKQNV2000060,2020-02-23T00:00:00.000Z,ALTERNATIVE
00069916.m4a,Trust,Anders Hagberg,2021-01-18T22:52:47.957Z,SEBAA1800708,2018-08-14T00:00:00.000Z,JAZZ
00038813.m4a,And Then We'll Be Alright,DWELLERS,2021-01-18T22:52:47.957Z,QZFYW2099760,2020-01-30T00:00:00.000Z,ALTERNATIVE
00065576.m4a,Sky Priority,Rod Wave,2021-01-18T22:52:47.957Z,USUYG1279720,2019-11-01T00:00:00.000Z,HIP-HOP/RAP
00062185.m4a,Power Hour,"Technoboy, Tuneboy, DJ Isaac",2021-01-18T22:52:47.957Z,ITC941704388,2017-09-17T00:00:00.000Z,DANCE
00067503.m4a,Sympathy for the Drunk,"Skrizzly Adams, Heck Off Supreme",2021-01-18T22:52:47.957Z,QZFZ41949301,2019-08-16T00:00:00.000Z,ROCK
00048033.m4a,Flesh & Blood,OK Button,2021-01-18T22:52:47.957Z,UKJM41700003,2019-01-17T00:00:00.000Z,ALTERNATIVE
00038854.m4a,Angklung Life,"Marshmello, Wiwek",2021-01-18T22:52:47.957Z,CA5KR1937229,2019-07-02T00:00:00.000Z,DANCE
00041829.m4a,Build Me A Daddy,Luke Bryan,2021-01-18T22:52:47.957Z,USUG12000518,2020-06-12T00:00:00.000Z,COUNTRY
00064928.m4a,Sessions,G Herbo,2021-01-18T22:52:47.957Z,QZ57A1905574,2019-12-26T00:00:00.000Z,WRAP
00061278.m4a,Parachute,Paul Kalkbrenner,2021-01-18T22:52:47.957Z,DEE862001588,2020-07-23T00:00:00.000Z,DANCE
00055217.m4a,Let Your Love,Sammy Porter,2021-01-18T22:52:47.957Z,GBARL1901303,2019-12-05T00:00:00.000Z,DANCE
00052527.m4a,I'm Not Alone - 2019 Edit,Calvin Harris,2021-01-18T22:52:47.957Z,GBARL1900452,2019-04-04T00:00:00.000Z,DANCE
00067944.m4a,Tears,Nilüfer Yanya,2021-01-18T22:52:47.957Z,USATO1800426,2019-03-21T00:00:00.000Z,ALTERNATIVE
00074174.m4a,sad for you,Njomza,2021-01-18T22:52:47.957Z,USWB11700310,2017-03-09T00:00:00.000Z,POP
00052383.m4a,I Was A Cloud,Shearwater,2021-01-18T22:52:47.957Z,USMTD0877707,2008-06-02T00:00:00.000Z,ALTERNATIVE
00046038.m4a,Drip,"The Marías, Triathalon",2021-01-18T22:52:47.957Z,QZES61871392,2018-11-07T00:00:00.000Z,ALTERNATIVE
00069791.m4a,Tree of the Sanctuary,Tenkitsune,2021-01-18T22:52:47.957Z,QZ93L1962406,2019-09-20T00:00:00.000Z,ELECTRONIC
00072751.m4a,Ya Waylak,Elyanna,2021-01-18T22:52:47.957Z,USUYG1291816,2020-02-07T00:00:00.000Z,WORLD
00053637.m4a,Jealous,KELLA,2021-01-18T22:52:47.957Z,GBKPL1955688,2019-07-25T00:00:00.000Z,POP
00037744.m4a,A Palé,ROSALÍA,2021-01-18T22:52:47.957Z,USSM11912728,2019-11-06T00:00:00.000Z,POP
00039941.m4a,Bajo Cero,"Sky, J Balvin, Jhay Cortez, MadeinTYO",2021-01-18T22:52:47.957Z,USUM71802755,2019-01-17T00:00:00.000Z,LATIN URBAN
00049187.m4a,Gimme More,Kiwi jr,2021-01-18T22:52:47.957Z,CAMA11918404,2019-03-28T00:00:00.000Z,INDIE POP
00059824.m4a,Nothing To Lose,Zola Courtney,2021-01-18T22:52:47.957Z,GBKPL1962195,2019-09-02T00:00:00.000Z,POP
00042787.m4a,Change Ya Life,Shoreline Mafia,2021-01-18T22:52:47.957Z,USAT22001726,2020-07-03T00:00:00.000Z,HIP-HOP/RAP
00062324.m4a,Pretty Please,"Jackson Wang, Galantis",2021-01-18T22:52:47.957Z,ZZOPM2003116,2020-09-04T00:00:00.000Z,DANCE
00071493.m4a,We Were Young,"Petit Biscuit, JP Cooper",2021-01-18T22:52:47.957Z,FR8PF1900070,2019-05-27T00:00:00.000Z,ELECTRONIC
00074063.m4a,outta this world (f*ckboys from space),Sarah Saint James,2021-01-18T22:52:47.957Z,AUBEC2032261,2020-07-02T00:00:00.000Z,POP
00049738.m4a,Goodbye Jimmy Reed,Bob Dylan,2021-01-18T22:52:47.957Z,USSM12002445,2020-06-18T00:00:00.000Z,ROCK
00041928.m4a,Bury Me Alive,Oliver Tree,2021-01-18T22:52:47.957Z,USAT22000467,2020-05-25T00:00:00.000Z,ALTERNATIVE
00049181.m4a,Gime,Danny Ocean,2021-01-18T22:52:47.957Z,USWL11900042,2019-03-14T00:00:00.000Z,LATIN POP
00043335.m4a,Cold Blooded,Jarami,2021-01-18T22:52:47.957Z,USRC11803169,2018-09-30T00:00:00.000Z,ELECTRONIC
00072328.m4a,Wish I Knew You,The Revivalists,2021-01-18T22:52:47.957Z,USWU31500062,2015-07-16T00:00:00.000Z,ALTERNATIVE
00055256.m4a,Letting Go,"Hogland, KIDDO",2021-01-18T22:52:47.957Z,SE3GO1903901,2019-06-06T00:00:00.000Z,DANCE
00038878.m4a,Anna Mae,Christina Vantzou,2021-01-18T22:52:47.957Z,USNCB1418601,2014-02-23T00:00:00.000Z,AMBIENT
00070484.m4a,Up,NAV,2021-01-18T22:52:47.957Z,USUM71701697,2017-02-23T00:00:00.000Z,HIP-HOP/RAP
00062523.m4a,Pull Up Game Crazy,Childish Major,2021-01-18T22:52:47.957Z,USAT21904743,2019-09-05T00:00:00.000Z,HIP-HOP/RAP
00050969.m4a,Hide And Seek,Sunflower Thieves,2021-01-18T22:52:47.957Z,GBLFP2064895,2020-05-28T00:00:00.000Z,SINGER/SONGWRITER
00062876.m4a,Racks on Racks,Lil Pump,2021-01-18T22:52:47.957Z,USWB11900336,2019-01-30T00:00:00.000Z,HIP-HOP/RAP
00046588.m4a,Empty Space,James Arthur,2021-01-18T22:52:47.957Z,DEE861805366,2018-10-18T00:00:00.000Z,POP
00057514.m4a,Mi Niña,"Wisin, Myke Towers, Los Legendarios",2021-01-18T22:52:47.957Z,QMBZ92014731,2020-09-23T00:00:00.000Z,WORLD MUSIC
00038902.m4a,Another Lifetime,Nao,2021-01-18T22:52:47.957Z,GBARL1800722,2018-06-12T00:00:00.000Z,R&B/SOUL
00063116.m4a,Reason To Stay,Sody,2021-01-18T22:52:47.957Z,GBARL1901386,2020-01-02T00:00:00.000Z,SINGER/SONGWRITER
00041568.m4a,Break Me Down,Sleeping With Sirens,2021-01-18T22:52:47.957Z,USYFZ1918307,2019-07-19T00:00:00.000Z,ROCK
00072856.m4a,You & I,Sondrio,2021-01-18T22:52:47.957Z,AUNJC1900032,2020-06-04T00:00:00.000Z,HOUSE
00053903.m4a,Just Goes to Show,Eliza Shaddad,2021-01-18T22:52:47.957Z,GBLVL1800009,2018-09-24T00:00:00.000Z,ALTERNATIVE
00037620.m4a,92 Explorer,Post Malone,2021-01-18T22:52:47.957Z,USUM71805176,2018-04-26T00:00:00.000Z,HIP-HOP/RAP
00051379.m4a,Homesick,Kane Brown,2021-01-18T22:52:47.957Z,USRN11800032,2019-10-31T00:00:00.000Z,COUNTRY
00039139.m4a,As Tears Go By,Billy Uomo,2021-01-18T22:52:47.957Z,QM6N21926874,2019-06-18T00:00:00.000Z,R&B/SOUL
00070004.m4a,Turn Left Turn Right,Smoove'L,2021-01-18T22:52:47.957Z,USUM72013135,2020-07-01T00:00:00.000Z,HIP HOP / RAP
00062982.m4a,Raro,"Nacho, Chyno Miranda, Chino & Nacho",2021-01-18T22:52:47.957Z,USUM72003377,2020-03-12T00:00:00.000Z,LATIN URBAN
00053325.m4a,Invisible Chains,Lauren Jauregui,2021-01-18T22:52:47.957Z,USAT21907523,2020-02-07T00:00:00.000Z,SOUNDTRACKS
00052254.m4a,I Never Sleep,Treasure,2021-01-18T22:52:47.957Z,USHM81937108,2019-08-04T00:00:00.000Z,POP
00049082.m4a,Get What You Need,Joshua Speers,2021-01-18T22:52:47.957Z,USWB12001958,2020-07-24T00:00:00.000Z,ALTERNATIVE
00037943.m4a,Aces,Toma Kami,2021-01-18T22:52:47.957Z,GBRYX1900237,2019-06-27T00:00:00.000Z,ELECTRONIC
00063771.m4a,Roll The Dice,Shaylen,2021-01-18T22:52:47.957Z,USUM72017437,2020-09-25T00:00:00.000Z,INTERNATIONAL POP
00064319.m4a,Said A Lotta Things,Smokepurpp,2021-01-18T22:52:47.957Z,USUM72015092,2020-08-12T00:00:00.000Z,HIP-HOP/RAP
00041864.m4a,Bummer Summerrr,Talkie,2021-01-18T22:52:47.957Z,QZES61995106,2019-05-09T00:00:00.000Z,ALTERNATIVE
00058103.m4a,Mortal Kombat,"Pivot Gang, Kari Faux, Joseph Chilliams, Saba",2021-01-18T22:52:47.957Z,QM24S1913792,2019-04-18T00:00:00.000Z,HIP-HOP/RAP
00064292.m4a,Sad,Alexander 23,2021-01-18T22:52:47.957Z,USUM71912809,2019-07-12T00:00:00.000Z,POP
00048484.m4a,Free Woman,Lady Gaga,2021-01-18T22:52:47.957Z,USUM72004301,2020-05-28T00:00:00.000Z,POP
00055973.m4a,Look Me in the Eyes,The Darcys,2021-01-18T22:52:47.957Z,CAGYB2000006,2020-08-13T00:00:00.000Z,ALTERNATIVE
00066846.m4a,Strange Days (with Robbie Williams),"The Struts, Robbie Williams",2021-01-18T22:52:47.957Z,USUM72016634,2020-09-02T00:00:00.000Z,POP
00070215.m4a,Ultima,Pixel Terror,2021-01-18T22:52:47.957Z,CA6D21900003,2019-02-06T00:00:00.000Z,DUBSTEP
00071376.m4a,Way It Goes,Hippo Campus,2021-01-18T22:52:47.957Z,QM5BK1600111,2017-02-23T00:00:00.000Z,ALTERNATIVE
00073111.m4a,Young Like This,Hugo Helmig,2021-01-18T22:52:47.957Z,GBKPL1831317,2019-01-03T00:00:00.000Z,POP
00044220.m4a,Cut Up,Blac Youngsta,2021-01-18T22:52:47.957Z,USSM11902993,2019-05-02T00:00:00.000Z,HIP-HOP/RAP
00069863.m4a,Trouble On Central,Buddy,2021-01-18T22:52:47.957Z,USRC11801758,2018-05-09T00:00:00.000Z,HIP-HOP/RAP
00061500.m4a,Peace Begins Within,Zara McFarlane,2021-01-18T22:52:47.957Z,GBMEF1700986,2017-09-28T00:00:00.000Z,JAZZ
00041692.m4a,Bring Me Back To Life,The Dangerous Summer,2021-01-18T22:52:47.957Z,USHR21950004,2019-05-20T00:00:00.000Z,ROCK
00062511.m4a,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",2021-01-18T22:52:47.957Z,QM4TX2030968,2020-02-27T00:00:00.000Z,LATIN URBAN
00063101.m4a,Real,Jules Gabriel,2021-01-18T22:52:47.957Z,GBKPL1828856,2019-01-09T00:00:00.000Z,SINGER-SONGWRITER
00055800.m4a,Location Location Location,Musicmusicmusic,2021-01-18T22:52:47.957Z,SEWAY2000102,2020-01-16T00:00:00.000Z,CONTEMPORARY JAZZ
00038416.m4a,All My Love,John Eatherly,2021-01-18T22:52:47.957Z,QZGLS1961230,2019-06-06T00:00:00.000Z,ALTERNATIVE
00045930.m4a,Dreamer - Brooks Remix,"Martin Garrix, Mike Yung, Brooks",2021-01-18T22:52:47.957Z,NLM5S1800433,2018-12-27T00:00:00.000Z,DANCE
00061220.m4a,Panda,Desiigner,2021-01-18T22:52:47.957Z,USUM71601094,2016-06-25T00:00:00.000Z,DANCE
00060237.m4a,Old Flame,RADA,2021-01-18T22:52:47.957Z,QZJG51916163,2019-09-18T00:00:00.000Z,R&B/SOUL
00068927.m4a,Thick And Thin,LANY,2021-01-18T22:52:47.957Z,GBUM71805352,2018-09-11T00:00:00.000Z,ALTERNATIVE
00062891.m4a,Radio,Ty Segall,2021-01-18T22:52:47.957Z,US58L1973810,2019-07-01T00:00:00.000Z,ALTERNATIVE
00058379.m4a,My Dream Girl Is My Ex Now,Sam Setton,2021-01-18T22:52:47.957Z,TCAEN1990029,2019-12-18T00:00:00.000Z,POP
00057878.m4a,Momentum,Max Würden,2021-01-18T22:52:47.957Z,DEH741805348,2018-04-26T00:00:00.000Z,ALTERNATIVE
00042277.m4a,Cama Vacia,Ozuna,2021-01-18T22:52:47.957Z,QM4TW1954402,2019-01-30T00:00:00.000Z,LATIN URBAN
00037564.m4a,700,Magnea,2021-01-18T22:52:47.957Z,DEQ121855897,2018-05-10T00:00:00.000Z,ELECTRONIC
00070764.m4a,Violence,Yung Lean,2021-01-18T22:52:47.957Z,SE5AJ2000886,2020-04-13T00:00:00.000Z,ALTERNATIVE
00053901.m4a,Just Friends,Olivia O'Brien,2021-01-18T22:52:47.957Z,USUM71904047,2019-03-28T00:00:00.000Z,POP
00037223.m4a,1998 TRUMAN,BROCKHAMPTON,2021-01-18T22:52:47.957Z,USRC11802813,2018-07-18T00:00:00.000Z,HIP-HOP/RAP
00059826.m4a,Nothing in My Head,Richie Quake,2021-01-18T22:52:47.957Z,TCADT1883645,2018-08-26T00:00:00.000Z,POP
00064220.m4a,STRIP,"Eva Shaw, Thouxanbanfauni, Nate Husser",2021-01-18T22:52:47.957Z,CA5KR1977532,2019-12-27T00:00:00.000Z,HIP-HOP/RAP
00058615.m4a,NO TV,2 Chainz,2021-01-18T22:52:47.957Z,USUG12000682,2020-02-27T00:00:00.000Z,HIP-HOP/RAP
